"Regional","Elemento","Rodovia","KM","Largura (m)","Latitude","Longitude"
"DR 09","Acesso","SP 563","321,342","4","-20,399941","-50,769884"
"DR 09","Acesso","SP 563","322,063","4","-20,399236","-50,762999"
"DR 09","Acesso","SP 563","322,203","4","-20,399074","-50,761609"
"DR 09","Acesso","SP 563","322,333","4","-20,398932","-50,760443"
"DR 09","Acesso","SP 563","322,353","4","-20,398794","-50,760247"
"DR 09","Acesso","SP 563","322,842","4","-20,39835","-50,755555"
"DR 09","Acesso","SP 563","322,902","4","-20,398176","-50,755029"
"DR 09","Acesso","SP 563","323,312","4","-20,397715","-50,751135"
"DR 09","Acesso","SP 563","323,432","4","-20,397679","-50,749972"
"DR 09","Acesso","SP 563","323,773","4","-20,396809","-50,746789"
"DR 09","Acesso","SP 563","323,773","4","-20,396707","-50,746831"
"DR 09","Acesso","SP 563","323,852","4","-20,396503","-50,746151"
"DR 09","Acesso","SP 563","324,097","4","-20,395194","-50,744239"
"DR 09","Acesso","SP 563","324,426","4","-20,393475","-50,741765"
"DR 09","Acesso","SP 563","324,686","4","-20,391992","-50,739789"
"DR 09","Acesso","SP 563","325,005","4","-20,390096","-50,737492"
"DR 09","Acesso","SP 563","325,434","4","-20,38765","-50,734242"
"DR 09","Acesso","SP 563","325,684","4","-20,386371","-50,732322"
"DR 09","Acesso","SP 563","326,203","4","-20,38335","-50,728526"
"DR 09","Acesso","SP 563","326,353","4","-20,382503","-50,72739"
"DR 09","Acesso","SP 563","326,802","4","-20,380049","-50,723942"
"DR 09","Acesso","SP 563","326,802","4","-20,379962","-50,724026"
"DR 09","Acesso","SP 563","327,941","4","-20,373672","-50,715467"
"DR 09","Acesso","SP 563","328,03","4","-20,37303","-50,714841"
"DR 09","Acesso","SP 563","328,458","4","-20,370926","-50,711503"
"DR 09","Acesso","SP 563","329,023","4","-20,36963","-50,70636"
"DR 09","Acesso","SP 563","329,102","4","-20,36945","-50,705565"
"DR 09","Acesso","SP 563","329,201","4","-20,369249","-50,704712"
"DR 09","Acesso","SP 563","329,418","4","-20,368747","-50,702602"
"DR 09","Acesso","SP 563","329,861","4","-20,366923","-50,698818"
"DR 09","Acesso","SP 563","330,039","4","-20,366094","-50,697313"
"DR 09","Acesso","SP 563","330,059","4","-20,365895","-50,697245"
"DR 09","Acesso","SP 563","330,296","4","-20,364771","-50,695306"
"DR 09","Acesso","SP 563","331,094","4","-20,359731","-50,689699"
"DR 09","Acesso","SP 563","331,223","4","-20,358805","-50,689058"
"DR 09","Acesso","SP 563","331,599","4","-20,355878","-50,687178"
"DR 09","Acesso","SP 563","331,737","4","-20,354886","-50,686309"
"DR 09","Acesso","SP 563","331,747","4","-20,354786","-50,686408"
"DR 09","Acesso","SP 563","332,294","4","-20,350737","-50,683409"
"DR 09","Acesso","SP 563","332,507","4","-20,34931","-50,68215"
"DR 09","Acesso","SP 563","332,604","4","-20,348729","-50,681512"
"DR 09","Acesso","SP 563","332,793","4","-20,347504","-50,680185"
"DR 09","Acesso","SP 563","333,332","4","-20,344395","-50,67618"
"DR 09","Acesso","SP 563","333,491","4","-20,343569","-50,674921"
"DR 09","Acesso","SP 563","333,641","4","-20,342602","-50,673882"
"DR 09","Acesso","SP 563","333,671","4","-20,342557","-50,673588"
"DR 09","Acesso","SP 563","333,91","4","-20,34119","-50,671845"
"DR 09","Acesso","SP 563","334,299","4","-20,338848","-50,669062"
"DR 09","Acesso","SP 563","334,309","4","-20,338913","-50,668925"
"DR 09","Acesso","SP 563","334,558","4","-20,337363","-50,667134"
"DR 09","Acesso","SP 563","335,067","4","-20,334471","-50,663395"
"DR 09","Acesso","SP 563","335,276","4","-20,333248","-50,661819"
"DR 09","Acesso","SP 563","335,446","4","-20,332393","-50,66054"
"DR 09","Acesso","SP 563","335,762","4","-20,330456","-50,658226"
"DR 09","Acesso","SP 563","335,943","4","-20,329503","-50,656821"
"DR 09","Acesso","SP 563","336,344","4","-20,32714","-50,653987"
"DR 09","Acesso","SP 563","336,784","4","-20,32459","-50,650693"
"DR 09","Acesso","SP 563","337,134","4","-20,3226","-50,64812"
"DR 09","Acesso","SP 563","337,814","4","-20,318705","-50,643117"
"DR 09","Acesso","SP 563","338,264","4","-20,316111","-50,639801"
"DR 09","Acesso","SP 563","338,77","4","-20,313305","-50,635965"
"DR 09","Acesso","SP 563","338,957","4","-20,312267","-50,634631"
"DR 09","Acesso","SP 563","339,115","4","-20,311364","-50,633458"
"DR 09","Acesso","SP 563","339,254","4","-20,310534","-50,632409"
"DR 09","Acesso","SP 563","339,324","4","-20,310138","-50,631886"
"DR 09","Acesso","SP 563","339,324","4","-20,310024","-50,631964"
"DR 09","Acesso","SP 563","339,611","4","-20,308407","-50,629897"
"DR 09","Acesso","SP 563","339,641","4","-20,308227","-50,629656"
"DR 09","Acesso","SP 563","339,69","4","-20,308012","-50,629169"
"DR 09","Acesso","SP 563","340,884","4","-20,303534","-50,619023"
"DR 09","Acesso","SP 563","340,904","4","-20,3036","-50,618816"
"DR 09","Acesso","SP 563","341,343","4","-20,302396","-50,614846"
"DR 09","Acesso","SP 563","341,781","4","-20,301191","-50,610833"
"DR 09","Acesso","SP 563","341,871","4","-20,300809","-50,610032"
"DR 09","Acesso","SP 563","342,309","4","-20,299613","-50,606035"
"DR 09","Acesso","SP 563","342,559","4","-20,299044","-50,603744"
"DR 09","Acesso","SP 563","342,768","4","-20,298459","-50,60179"
"DR 09","Acesso","SP 563","342,947","4","-20,297857","-50,600213"
"DR 09","Acesso","SP 563","343,137","4","-20,297361","-50,598482"
"DR 09","Acesso","SP 563","343,304","4","-20,297164","-50,596909"
"DR 09","Acesso","SP 563","343,581","4","-20,297037","-50,594306"
"DR 09","Acesso","SP 563","344,24","4","-20,298171","-50,58819"
"DR 09","Acesso","SP 563","345,928","4","-20,300755","-50,572238"
"DR 09","Acesso","SP 563","345,998","4","-20,300737","-50,57158"
"DR 09","Acesso","SP 563","346,337","4","-20,301297","-50,568372"
"DR 09","Acesso","SP 563","346,976","4","-20,301752","-50,562266"
"DR 09","Acesso","SP 563","347,434","4","-20,301806","-50,557836"
"DR 09","Acesso","SP 563","348,311","4","-20,3021","-50,54945"
"DR 09","Acesso","SP 563","348,581","4","-20,302176","-50,546897"
"DR 09","Acesso","SP 563","349,921","4","-20,303232","-50,534084"
"DR 09","Acesso","SP 563","350,041","4","-20,303525","-50,533023"
"DR 09","Acesso","SP 563","350,041","4","-20,303409","-50,533014"
"DR 09","Acesso","SP 563","350,42","4","-20,304086","-50,529429"
"DR 09","Acesso","SP 563","350,52","4","-20,304122","-50,528459"
"DR 09","Acesso","SP 563","350,74","4","-20,304451","-50,526366"
"DR 09","Acesso","SP 563","350,79","4","-20,30464","-50,525951"
"DR 09","Acesso","SP 563","350,93","4","-20,304861","-50,524606"
"DR 09","Acesso","SP 563","351,07","4","-20,304935","-50,523278"
"DR 09","Acesso","SP 563","351,09","4","-20,305091","-50,523065"
"DR 09","Acesso","SP 563","351,22","4","-20,30528","-50,521819"
"DR 09","Acesso","SP 563","351,419","4","-20,305565","-50,51995"
"DR 09","Acesso","SP 563","351,489","4","-20,30556","-50,519236"
"DR 09","Acesso","SP 563","352,009","4","-20,306439","-50,514368"
"DR 09","Acesso","SP 563","352,478","4","-20,307131","-50,509974"
"DR 09","Acesso","SP 304","407,235","4","-21,551213","-49,158554"
"DR 09","Acesso","SP 304","407,275","4","-21,551019","-49,158937"
"DR 09","Acesso","SP 304","408,462","4","-21,543188","-49,166727"
"DR 09","Acesso","SP 304","408,492","4","-21,542828","-49,166803"
"DR 09","Acesso","SP 304","408,722","4","-21,541382","-49,168402"
"DR 09","Acesso","SP 304","409,221","4","-21,538021","-49,171546"
"DR 09","Acesso","SP 304","409,401","4","-21,536874","-49,172846"
"DR 09","Acesso","SP 304","409,57","4","-21,535709","-49,173827"
"DR 09","Acesso","SP 304","409,6","4","-21,535495","-49,174041"
"DR 09","Acesso","SP 304","409,98","4","-21,533002","-49,176487"
"DR 09","Acesso","SP 304","410,169","4","-21,531824","-49,177807"
"DR 09","Acesso","SP 304","411,458","4","-21,52323","-49,186269"
"DR 09","Acesso","SP 304","411,528","4","-21,522696","-49,186627"
"DR 09","Acesso","SP 304","411,898","4","-21,520261","-49,189024"
"DR 09","Acesso","SP 304","412,038","4","-21,519398","-49,190055"
"DR 09","Acesso","SP 304","412,348","4","-21,51736","-49,192055"
"DR 09","Acesso","SP 304","412,428","4","-21,516728","-49,192503"
"DR 09","Acesso","SP 304","412,817","4","-21,514126","-49,195056"
"DR 09","Acesso","SP 304","413,767","4","-21,507808","-49,201268"
"DR 09","Acesso","SP 304","413,827","4","-21,507546","-49,201686"
"DR 09","Acesso","SP 304","414,186","4","-21,505096","-49,203965"
"DR 09","Acesso","SP 304","414,206","4","-21,505005","-49,204183"
"DR 09","Acesso","SP 304","414,276","4","-21,504472","-49,204568"
"DR 09","Acesso","SP 304","414,296","4","-21,504381","-49,204799"
"DR 09","Acesso","SP 304","414,316","4","-21,504221","-49,204809"
"DR 09","Acesso","SP 304","414,636","4","-21,502147","-49,207023"
"DR 09","Acesso","SP 304","415,116","4","-21,498932","-49,210028"
"DR 09","Acesso","SP 304","415,346","4","-21,497398","-49,211534"
"DR 09","Acesso","SP 304","417,084","4","-21,48596","-49,222986"
"DR 09","Acesso","SP 304","417,164","4","-21,4853","-49,223448"
"DR 09","Acesso","SP 304","417,184","4","-21,485165","-49,223585"
"DR 09","Acesso","SP 304","417,204","4","-21,485185","-49,223761"
"DR 09","Acesso","SP 304","419,785","4","-21,468024","-49,240671"
"DR 09","Acesso","SP 304","420,115","4","-21,465817","-49,242813"
"DR 09","Acesso","SP 304","420,235","4","-21,465055","-49,243566"
"DR 09","Acesso","SP 304","420,374","4","-21,464149","-49,244464"
"DR 09","Acesso","SP 304","420,56","4","-21,462905","-49,24578"
"DR 09","Acesso","SP 304","420,954","4","-21,46063","-49,248665"
"DR 09","Acesso","SP 304","420,964","4","-21,460716","-49,248781"
"DR 09","Acesso","SP 304","421,103","4","-21,45984","-49,249823"
"DR 09","Acesso","SP 304","421,62","4","-21,457192","-49,253898"
"DR 09","Acesso","SP 304","422,138","4","-21,454399","-49,257952"
"DR 09","Acesso","SP 304","422,208","4","-21,453914","-49,258422"
"DR 09","Acesso","SP 304","423,112","4","-21,44908","-49,265432"
"DR 09","Acesso","SP 304","423,152","4","-21,448996","-49,265818"
"DR 09","Acesso","SP 304","423,422","4","-21,447446","-49,26782"
"DR 09","Acesso","SP 304","423,531","4","-21,446951","-49,268807"
"DR 09","Acesso","SP 304","423,541","4","-21,446792","-49,268774"
"DR 09","Acesso","SP 304","423,771","4","-21,445559","-49,270561"
"DR 09","Acesso","SP 304","423,86","4","-21,445106","-49,271223"
"DR 09","Acesso","SP 304","423,86","4","-21,445193","-49,271353"
"DR 09","Acesso","SP 304","424,319","4","-21,442776","-49,274863"
"DR 09","Acesso","SP 304","424,419","4","-21,442116","-49,275568"
"DR 09","Acesso","SP 304","424,449","4","-21,441948","-49,27581"
"DR 09","Acesso","SP 304","424,588","4","-21,441222","-49,276867"
"DR 09","Acesso","SP 304","424,828","4","-21,43991","-49,27877"
"DR 09","Acesso","SP 304","424,838","4","-21,439985","-49,278899"
"DR 09","Acesso","SP 304","425,197","4","-21,43804","-49,281684"
"DR 09","Acesso","SP 304","425,785","4","-21,434845","-49,286169"
"DR 09","Acesso","SP 304","426,015","4","-21,433341","-49,287783"
"DR 09","Acesso","SP 304","426,065","4","-21,433141","-49,288275"
"DR 09","Acesso","SP 304","426,434","4","-21,430963","-49,290942"
"DR 09","Acesso","SP 304","426,684","4","-21,429417","-49,292631"
"DR 09","Acesso","SP 304","427,243","4","-21,426077","-49,296752"
"DR 09","Acesso","SP 304","427,293","4","-21,425888","-49,297205"
"DR 09","Acesso","SP 304","427,943","4","-21,421982","-49,301846"
"DR 09","Acesso","SP 304","428,102","4","-21,421153","-49,303066"
"DR 09","Acesso","SP 304","428,352","4","-21,419577","-49,304823"
"DR 09","Acesso","SP 304","428,672","4","-21,417736","-49,307261"
"DR 09","Acesso","SP 304","429,531","4","-21,412617","-49,313403"
"DR 09","Acesso","SP 304","429,531","4","-21,412685","-49,313507"
"DR 09","Acesso","SP 304","429,561","4","-21,41241","-49,313655"
"DR 09","Acesso","SP 304","429,571","4","-21,412458","-49,313776"
"DR 09","Acesso","SP 304","430,949","4","-21,40421","-49,32377"
"DR 09","Acesso","SP 304","430,949","4","-21,404308","-49,323833"
"DR 09","Acesso","SP 304","431,269","4","-21,402223","-49,325995"
"DR 09","Acesso","SP 304","431,542","4","-21,400793","-49,328163"
"DR 09","Acesso","SP 304","431,661","4","-21,400051","-49,328907"
"DR 09","Acesso","SP 304","432,272","4","-21,396745","-49,333632"
"DR 09","Acesso","SP 304","432,311","4","-21,396403","-49,333933"
"DR 09","Acesso","SP 304","433,688","4","-21,390477","-49,345538"
"DR 09","Acesso","SP 304","433,778","4","-21,389949","-49,346278"
"DR 09","Acesso","SP 304","434,248","4","-21,38804","-49,350309"
"DR 09","Acesso","SP 304","434,348","4","-21,387485","-49,351114"
"DR 09","Acesso","SP 304","434,938","4","-21,384913","-49,35612"
"DR 09","Acesso","SP 304","434,938","4","-21,385038","-49,356125"
"DR 09","Acesso","SP 304","434,998","4","-21,384649","-49,356617"
"DR 09","Acesso","SP 304","435,458","4","-21,382686","-49,360445"
"DR 09","Acesso","SP 304","435,498","4","-21,382621","-49,360846"
"DR 09","Acesso","SP 304","435,508","4","-21,382464","-49,360864"
"DR 09","Acesso","SP 304","437,127","4","-21,375395","-49,37462"
"DR 09","Acesso","SP 304","437,907","4","-21,370576","-49,380046"
"DR 09","Acesso","SP 304","437,985","4","-21,37005","-49,380516"
"DR 09","Acesso","SP 304","438,044","4","-21,369694","-49,380978"
"DR 09","Acesso","SP 304","438,054","4","-21,369554","-49,38092"
"DR 09","Acesso","SP 304","438,883","4","-21,363358","-49,385363"
"DR 09","Acesso","SP 304","439,521","4","-21,358545","-49,388751"
"DR 09","Acesso","SP 304","440,169","4","-21,353631","-49,392227"
"DR 09","Acesso","SP 304","440,258","4","-21,353008","-49,392667"
"DR 09","Acesso","SP 304","440,268","4","-21,353018","-49,392898"
"DR 09","Acesso","SP 304","441,015","4","-21,347489","-49,396909"
"DR 09","Acesso","SP 304","442,308","4","-21,337309","-49,403052"
"DR 09","Acesso","SP 304","442,318","4","-21,337295","-49,403199"
"DR 09","Acesso","SP 304","443,581","4","-21,328527","-49,410536"
"DR 09","Acesso","SP 304","443,581","4","-21,328606","-49,410634"
"DR 09","Acesso","SP 304","443,799","4","-21,327396","-49,412312"
"DR 09","Acesso","SP 304","444,239","4","-21,324997","-49,415628"
"DR 09","Acesso","SP 304","444,638","4","-21,322769","-49,418707"
"DR 09","Acesso","SP 304","444,668","4","-21,322542","-49,418808"
"DR 09","Acesso","SP 304","444,708","4","-21,322331","-49,419103"
"DR 09","Acesso","SP 321","444,767","4","-21,484104","-49,216637"
"DR 09","Acesso","SP 304","445,972","4","-21,315457","-49,428825"
"DR 09","Acesso","SP 304","446,382","4","-21,313062","-49,431891"
"DR 09","Acesso","SP 304","446,421","4","-21,312978","-49,432286"
"DR 09","Acesso","SP 304","446,801","4","-21,310742","-49,435111"
"DR 09","Acesso","SP 321","449,269","4","-21,459405","-49,182177"
"DR 09","Acesso","SP 321","449,289","4","-21,459214","-49,182176"
"DR 09","Acesso","SP 304","449,934","4","-21,293615","-49,458941"
"DR 09","Acesso","SP 321","449,958","4","-21,455215","-49,177288"
"DR 09","Acesso","SP 321","449,968","4","-21,455256","-49,177116"
"DR 09","Acesso","SP 321","449,998","4","-21,45498","-49,177009"
"DR 09","Acesso","SP 321","450,187","4","-21,453981","-49,175566"
"DR 09","Acesso","SP 321","450,766","4","-21,450374","-49,171421"
"DR 09","Acesso","SP 321","450,786","4","-21,450398","-49,171262"
"DR 09","Acesso","SP 304","451,525","4","-21,284668","-49,470955"
"DR 09","Acesso","SP 304","451,535","4","-21,284569","-49,4709"
"DR 09","Acesso","SP 321","451,824","4","-21,444125","-49,163817"
"DR 09","Acesso","SP 304","451,924","4","-21,281883","-49,4733"
"DR 09","Acesso","SP 304","451,934","4","-21,281902","-49,473428"
"DR 09","Acesso","SP 321","452,503","4","-21,440146","-49,158789"
"DR 09","Acesso","SP 321","452,583","4","-21,43962","-49,158336"
"DR 09","Acesso","SP 304","452,662","4","-21,276601","-49,477641"
"DR 09","Acesso","SP 304","452,692","4","-21,276477","-49,477889"
"DR 09","Acesso","SP 321","452,952","4","-21,437464","-49,155532"
"DR 09","Acesso","SP 321","453,332","4","-21,435206","-49,152788"
"DR 09","Acesso","SP 320","453,516","4","-20,800466","-49,527632"
"DR 09","Acesso","SP 320","453,606","4","-20,799576","-49,527819"
"DR 09","Acesso","SP 321","453,691","4","-21,433085","-49,150205"
"DR 09","Acesso","SP 321","453,751","4","-21,432702","-49,149732"
"DR 09","Acesso","SP 321","453,751","4","-21,432622","-49,149825"
"DR 09","Acesso","SP 321","453,871","4","-21,432027","-49,148917"
"DR 09","Acesso","SP 321","453,881","4","-21,431849","-49,148892"
"DR 09","Acesso","SP 304","453,93","4","-21,267649","-49,485214"
"DR 09","Acesso","SP 320","454,184","4","-20,795281","-49,530991"
"DR 09","Acesso","SP 321","454,211","4","-21,429912","-49,146548"
"DR 09","Acesso","SP 321","454,241","4","-21,42982","-49,146249"
"DR 09","Acesso","SP 310","454,32","4","-20,80395","-49,53161"
"DR 09","Acesso","SP 310","454,35","4","-20,804261","-49,531886"
"DR 09","Acesso","SP 320","454,464","4","-20,793409","-49,532768"
"DR 09","Acesso","SP 304","454,668","4","-21,262175","-49,489319"
"DR 09","Acesso","SP 321","454,68","4","-21,427083","-49,143104"
"DR 09","Acesso","SP 321","454,69","4","-21,427121","-49,142967"
"DR 09","Acesso","SP 304","455,317","4","-21,257686","-49,493263"
"DR 09","Acesso","SP 304","455,317","4","-21,257715","-49,493386"
"DR 09","Acesso","SP 321","455,53","4","-21,42215","-49,136921"
"DR 09","Acesso","SP 304","456,167","4","-21,251672","-49,498362"
"DR 09","Acesso","SP 320","456,222","4","-20,780383","-49,542289"
"DR 09","Acesso","SP 321","456,532","4","-21,418131","-49,12818"
"DR 09","Acesso","SP 321","456,552","4","-21,41798","-49,128048"
"DR 09","Acesso","SP 304","456,836","4","-21,246812","-49,502217"
"DR 09","Acesso","SP 304","456,846","4","-21,246842","-49,50235"
"DR 09","Acesso","SP 321","457,041","4","-21,416852","-49,123479"
"DR 09","Acesso","SP 320","457,042","4","-20,774279","-49,54675"
"DR 09","Acesso","SP 321","457,081","4","-21,416637","-49,123115"
"DR 09","Acesso","SP 320","457,102","4","-20,773648","-49,546798"
"DR 09","Acesso","SP 310","457,363","4","-20,798997","-49,560302"
"DR 09","Acesso","SP 321","457,61","4","-21,415305","-49,118234"
"DR 09","Acesso","SP 321","457,629","4","-21,415367","-49,11804"
"DR 09","Acesso","SP 320","457,674","4","-20,769574","-49,550171"
"DR 09","Acesso","SP 321","458,108","4","-21,414041","-49,113578"
"DR 09","Acesso","SP 321","458,118","4","-21,414109","-49,113439"
"DR 09","Acesso","SP 321","458,168","4","-21,413997","-49,113012"
"DR 09","Acesso","SP 321","458,178","4","-21,413859","-49,112951"
"DR 09","Acesso","SP 321","458,208","4","-21,413892","-49,112661"
"DR 09","Acesso","SP 304","458,334","4","-21,237688","-49,512691"
"DR 09","Acesso","SP 304","458,669","4","-21,236404","-49,515638"
"DR 09","Acesso","SP 304","458,679","4","-21,236262","-49,515686"
"DR 09","Acesso","SP 321","458,757","4","-21,412497","-49,107522"
"DR 09","Acesso","SP 321","458,787","4","-21,412328","-49,107336"
"DR 09","Acesso","SP 304","458,788","4","-21,235922","-49,516654"
"DR 09","Acesso","SP 320","458,846","4","-20,760888","-49,556526"
"DR 09","Acesso","SP 304","458,996","4","-21,235251","-49,518582"
"DR 09","Acesso","SP 321","459,216","4","-21,411348","-49,103314"
"DR 09","Acesso","SP 321","459,246","4","-21,411153","-49,103028"
