"Regional","Elemento","Rodovia","KM","Tipo","Extensão (m)","Dimensão (m)","Latitude montante","Longitude montante","Latitude jusante","Longitude jusante"
"DR 05","Bueiro","SPA 552/230","19,700","Bueiro Simples Tubular de Concreto","22","1","-24.8296","-48.4977","-24.8295","-48.4977"
"DR 05","Bueiro","SP 139","19,800","Bueiro Simples Tubular de Concreto","36","1","-24.381","-47.93","-24.3811","-47.9306"
"DR 05","Bueiro","SP 165","19,850","Bueiro Simples Tubular de Concreto","22","0","-24.29754","-47.79914","-24.2974","-47.79909"
"DR 05","Bueiro","SP 139","19,900","Bueiro Simples Tubular de Concreto","16,4","0,8","-24.3788","-47.9306","-24.3787","-47.9304"
"DR 05","Bueiro","SP 139","19,980","Bueiro Simples Tubular de Concreto","14,7","0,8","-24.3782","-47.9309","-24.3782","-47.9307"
"DR 05","Bueiro","SPA 552/230","19,980","Bueiro Simples Tubular de Concreto","22","0,6","-24.8282","-48.4996","-24.8282","-48.4995"
"DR 05","Bueiro","SP 226","20,050","Bueiro Simples Tubular de Concreto","17,5","0,8","-24.80425","-47.89827","-24.80415","-47.89831"
"DR 05","Bueiro","SPA 552/230","20,120","Bueiro Simples Tubular de Concreto","26","0,8","-24.8269","-48.4996","-24.8269","-48.4994"
"DR 05","Bueiro","SP 139","20,250","Bueiro Simples Tubular de Concreto","12","0,6","-24.37652","-47.93259","-24.37646","-47.93245"
"DR 05","Bueiro","SPA 552/230","20,330","Bueiro Simples Tubular de Concreto","26","1","-24.8251","-48.5002","-24.825","-48.5002"
"DR 05","Bueiro","SP 139","20,400","Bueiro Simples Tubular de Concreto","16","0,8","-24.3752","-47.93362","-24.37526","-47.93345"
"DR 05","Bueiro","SP 139","20,450","Bueiro Simples Tubular de Concreto","15","0,8","-24.375","-47.934","-24.3752","-47.9335"
"DR 05","Bueiro","SPA 552/230","20,500","Bueiro Simples Tubular de Concreto","25","1","-24.8238","-48.5004","-24.8237","-48.5003"
"DR 05","Bueiro","SP 139","20,850","Bueiro Simples Tubular de Concreto","14","0,6","-24.3724","-47.8343","-27.3724","-47.9344"
"DR 05","Bueiro","SPA 552/230","20,860","Bueiro Simples Celular de Concreto","26","2","-24.821","-48.5009","-24.8208","-48.5007"
"DR 05","Bueiro","SPA 552/230","20,960","Bueiro Simples Tubular de Concreto","15","0,8","-24.8196","-48.5011","-24.8196","-48.501"
"DR 05","Bueiro","SP 139","21,100","Bueiro Duplo Tubular de Concreto","13","0,8","-24.3711","-47.9359","-24.371","-47.9358"
"DR 05","Bueiro","SP 139","21,200","Bueiro Simples Tubular de Concreto","15","0,4","-24.37026","-47.93717","-24.3704","-47.93703"
"DR 05","Bueiro","SP 165","21,200","Bueiro Simples Tubular de Concreto","20","0","-24.29627","-47.81119","-24.29616","-47.8112"
"DR 05","Bueiro","SPA 552/230","21,310","Bueiro Simples Tubular de Concreto","20","1","-24.8176","-48.4993","-24.8178","-48.4992"
"DR 05","Bueiro","SPA 552/230","21,400","Bueiro Simples Tubular de Concreto","26","1","-24.8172","-48.498","-24.8173","-48.498"
"DR 05","Bueiro","SP 139","21,400","Bueiro Simples Tubular de Concreto","13","0,8","-24.3693","-47.9382","-24.3692","-47.9379"
"DR 05","Bueiro","SP 165","21,530","Bueiro Simples Tubular de Concreto","23","0","-24.298","-47.81436","-24.29789","-47.81446"
"DR 05","Bueiro","SP 165","21,600","Bueiro Simples Tubular de Concreto","27","1","-24.29838","-47.81503","-24.29823","-47.81517"
"DR 05","Bueiro","SPA 552/230","21,650","Bueiro Simples Tubular de Concreto","22","0,8","-24.8166","-48.4955","-24.8167","-48.4955"
"DR 05","Bueiro","SP 165","21,680","Bueiro Simples Tubular de Concreto","18","0,8","-24.2984","-47.815","-29.2982","-47.8149"
"DR 05","Bueiro","SPA 552/230","21,700","Bueiro Simples Tubular de Concreto","30","0,8","-24.8164","-48.4948","-24.8166","-48.4948"
"DR 05","Bueiro","SPA 552/230","21,720","Bueiro Simples Tubular de Concreto","30","0,4","-24.8163","-48.4947","-24.8166","-48.4948"
"DR 05","Bueiro","SP 139","21,750","Bueiro Simples Tubular de Concreto","11,7","0,8","-24.3668","-47.9397","-24.3667","-47.9395"
"DR 05","Bueiro","SPA 552/230","21,960","Bueiro Simples Tubular de Concreto","18","0,8","-24.8153","-48.4931","-24.8154","-48.4931"
"DR 05","Bueiro","SP 139","21,990","Bueiro Simples Tubular de Concreto","13","0,8","-24.3651","-47.941","-24.3649","-47.941"
"DR 05","Bueiro","SP 193","21,990","Bueiro Simples Tubular de Concreto","20","0,6","-24.6727","-48.0197","-24.6727","-48.0198"
"DR 05","Bueiro","SP 139","22,080","Bueiro Simples Tubular de Concreto","17","0","-24.36421","-47.94062","-24.36418","-47.94073"
"DR 05","Bueiro","SPA 552/230","22,170","Bueiro Simples Tubular de Concreto","24","1","-24.813","-48.4923","-24.813","-48.4921"
"DR 05","Bueiro","SP 165","22,200","Bueiro Simples Tubular de Concreto","30","0","-24.30117","-47.81941","-24.30098","-47.81946"
"DR 05","Bueiro","SP 139","22,220","Bueiro Simples Tubular de Concreto","12,4","0,8","-24.3631","-47.9403","-24.3631","-47.9403"
"DR 05","Bueiro","SP 193","22,220","Bueiro Simples Tubular de Concreto","20","0,8","-24.6749","-48.0191","-24.6749","-48.019"
"DR 05","Bueiro","SP 226","22,300","Bueiro Duplo Tubular de Concreto","19","0,8","-24.82102","-47.90044","-24.82092","-47.90025"
"DR 05","Bueiro","SP 193","22,440","Bueiro Simples Tubular de Concreto","24","1","-24.6771","-48.0182","-24.6273","-48.018"
"DR 05","Bueiro","SP 139","22,500","Bueiro Simples Tubular de Concreto","15","0,6","-24.36109","-47.94157","-24.36104","-47.94143"
"DR 05","Bueiro","SP 165","22,500","Bueiro Simples Tubular de Concreto","26","0","-24.30236","-47.82126","-24.30227","-47.82141"
"DR 05","Bueiro","SPA 552/230","22,510","Bueiro Simples Tubular de Concreto","16","1","-24.8104","-48.4909","-24.8104","-48.4908"
"DR 05","Bueiro","SP 139","22,700","Bueiro Simples Tubular de Concreto","13","0,6","-24.35885","-47.94149","-24.35884","-47.94166"
"DR 05","Bueiro","SP 139","22,730","Bueiro Simples Tubular de Concreto","12,8","0,8","-24.3588","-47.9416","-24.3588","-47.9417"
"DR 05","Bueiro","SPA 552/230","22,730","Bueiro Duplo Tubular de Concreto","30","1","-24.8088","-48.4896","-24.8089","-48.4895"
"DR 05","Bueiro","SP 193","22,760","Bueiro Simples Tubular de Concreto","20","0,8","-24.6787","-48.0157","-24.6787","-48.0156"
"DR 05","Bueiro","SP 139","22,770","Bueiro Simples Tubular de Concreto","12","0,8","-24.3584","-47.9417","-24.3584","-47.9418"
"DR 05","Bueiro","SP 139","22,800","Bueiro Simples Tubular de Concreto","13,5","0,6","-24.35845","-47.94167","-24.35847","-47.9418"
"DR 05","Bueiro","SPA 552/230","22,900","Bueiro Simples Tubular de Concreto","18","1","-24.8078","-48.4885","-24.8079","-48.4884"
"DR 05","Bueiro","SP 139","22,970","Bueiro Simples Tubular de Concreto","13,5","0,8","-24.3575","-47.9421","-24.3575","-47.9422"
"DR 05","Bueiro","SPA 552/230","23,040","Bueiro Simples Tubular de Concreto","22","1","-24.8069","-48.4877","-24.807","-48.4875"
"DR 05","Bueiro","SP 139","23,080","Bueiro Simples Tubular de Concreto","13,5","0","-24.3568","-47.94249","-24.35685","-47.94258"
"DR 05","Bueiro","SP 139","23,150","Bueiro Simples Tubular de Concreto","12,6","0,8","-24.3564","-47.9431","-24.3565","-47.9432"
"DR 05","Bueiro","SP 222","23,150","Bueiro Simples Tubular de Concreto","22","1,2","24.4736","47.5521","24.4736","47.5518"
"DR 05","Bueiro","SPA 552/230","23,170","Bueiro Simples Tubular de Concreto","18","0,8","-24.8056","-48.487","-24.8057","-48.4869"
"DR 05","Bueiro","SP 165","23,200","Bueiro Simples Tubular de Concreto","65","0,8","-24.3045","-47.8274","-24.305","-47.8275"
"DR 05","Bueiro","SP 139","23,270","Bueiro Simples Tubular de Concreto","18,6","0,8","-24.3555","-47.9441","-24.3556","-47.9441"
"DR 05","Bueiro","SPA 552/230","23,400","Bueiro Simples Tubular de Concreto","16","0,8","-24.8039","-48.4863","-24.804","-48.4862"
"DR 05","Bueiro","SP 139","23,460","Bueiro Simples Tubular de Concreto","17","0,8","-24.3548","-47.9453","-24.3549","-47.9454"
"DR 05","Bueiro","SPA 552/230","23,560","Bueiro Simples Tubular de Concreto","30","1","-24.803","-48.4848","-24.8031","-48.4848"
"DR 05","Bueiro","SPA 552/230","23,720","Bueiro Simples Tubular de Concreto","30","0,8","-24.8023","-48.4834","-24.8024","-48.4834"
"DR 05","Bueiro","SPA 552/230","23,810","Bueiro Simples Tubular de Concreto","20","1","-24.802","-48.4829","-24.802","-48.4828"
"DR 05","Bueiro","SP 222","23,815","Bueiro Simples Tubular de Concreto","30","1","24.4789","47.5541","24.4789","47.554"
"DR 05","Bueiro","SP 139","23,940","Bueiro Simples Tubular de Concreto","15","0,8","-24.3528","-47.9473","-24.3527","-47.9473"
"DR 05","Bueiro","SP 139","24,130","Bueiro Simples Tubular de Concreto","12,6","0,8","-24.3519","-47.9487","-24.3519","-47.9488"
"DR 05","Bueiro","SPA 552/230","24,180","Bueiro Simples Tubular de Concreto","24","0,8","-24.7993","-48.4807","-24.7993","-48.4805"
"DR 05","Bueiro","SP 193","24,340","Bueiro Duplo Tubular de Concreto","20","1","-24.69","-48.0084","-24.6899","-48.0082"
"DR 05","Bueiro","SP 226","24,380","Bueiro Simples Tubular de Concreto","31","0,8","-24.83684","-47.89089","-24.83694","-47.89067"
"DR 05","Bueiro","SPA 552/230","24,530","Bueiro Simples Tubular de Concreto","22","0,8","-24.7974","-48.478","-24.7976","-48.478"
"DR 05","Bueiro","SP 193","24,560","Bueiro Simples Tubular de Concreto","20","1","-24.6919","-48.0074","-24.6918","-48.0074"
"DR 05","Bueiro","SPA 552/230","24,750","Bueiro Simples Tubular de Concreto","18","0,8","-24.7967","-48.4768","-24.7968","-48.4767"
"DR 05","Bueiro","SPA 552/230","24,900","Bueiro Duplo Tubular de Concreto","18","1","-24.796","-48.4756","-24.7962","-48.4756"
"DR 05","Bueiro","SP 222","24,950","Bueiro Simples Tubular de Concreto","24","1","24.4884","47.5579","24.4886","47.5578"
"DR 05","Bueiro","SPA 552/230","25,000","Bueiro Simples Tubular de Concreto","16","1","-24.7956","-48.4749","-24.7957","-48.4747"
"DR 05","Bueiro","SP 165","25,040","Bueiro Simples Tubular de Concreto","25","0,8","-24.3149","-47.841","-24.315","-47.841"
"DR 05","Bueiro","SP 139","25,100","Bueiro Simples Tubular de Concreto","10","0,4","-24.34392","-47.94628","-24.34397","47.9463"
"DR 05","Bueiro","SP 139","25,150","Bueiro Simples Tubular de Concreto","16","0,8","-24.3437","-47.9463","-24.3437","-47.9465"
"DR 05","Bueiro","SP 139","25,150","Bueiro Simples Tubular de Concreto","19","0,6","-24.34361","-47.94637","-24.3437","-47.94645"
"DR 05","Bueiro","SP 139","25,250","Bueiro Simples Tubular de Concreto","14","0,6","-24.34247","-47.94664","-24.34241","-47.94666"
"DR 05","Bueiro","SP 139","25,300","Bueiro Simples Tubular de Concreto","14","0,8","-24.3424","-47.9466","-24.3424","-47.9467"
"DR 05","Bueiro","SPA 552/230","25,370","Bueiro Simples Tubular de Concreto","16","0,8","-24.7921","-48.4749","-24.792","-48.4748"
"DR 05","Bueiro","SP 139","25,400","Bueiro Simples Tubular de Concreto","14","0,6","-24.34151","-47.94573","-24.34148","-47.94593"
"DR 05","Bueiro","SP 193","25,460","Bueiro Simples Tubular de Concreto","12","1","-24.7018","-48.0028","-24.7018","-48.0027"
"DR 05","Bueiro","SPA 552/230","25,460","Bueiro Simples Tubular de Concreto","18","1","-24.7911","-48.4758","-24.7911","-48.4757"
"DR 05","Bueiro","SP 165","25,500","Bueiro Simples Tubular de Concreto","28","0","-24.31513","-47.84548","-24.31521","-47.84556"
"DR 05","Bueiro","SP 139","25,500","Bueiro Simples Tubular de Concreto","12","0,8","-24.3415","-47.9457","-24.3414","-47.9458"
"DR 05","Bueiro","SP 139","25,600","Bueiro Simples Tubular de Concreto","21","1","-24.3403","-47.9448","-24.3403","-47.9449"
"DR 05","Bueiro","SPA 552/230","25,610","Bueiro Simples Tubular de Concreto","16","0,8","-24.7907","-48.4763","-24.7906","-48.4762"
"DR 05","Bueiro","SPA 552/230","25,750","Bueiro Simples Tubular de Concreto","22","0,6","-24.7896","-48.4772","-24.7897","-48.4771"
"DR 05","Bueiro","SP 226","25,800","Bueiro Simples Celular de Concreto","35","2,5","-24.84839","-47.89266","-24.84854","-47.89265"
"DR 05","Bueiro","SP 139","25,900","Bueiro Triplo Tubular de Concreto","21","1","-24.3374","-47.9462","-24.3375","-47.9462"
"DR 05","Bueiro","SP 222","25,920","Bueiro Simples Tubular de Concreto","21","1","24.4967","47.5611","24.4967","47.5609"
"DR 05","Bueiro","SPA 552/230","25,920","Bueiro Simples Tubular de Concreto","22","0,8","-24.7885","-48.4782","-24.7884","-47.4781"
"DR 05","Bueiro","SP 193","25,940","Bueiro Simples Tubular de Concreto","12","1","-24.7063","-48.0031","-24.7063","-48.003"
"DR 05","Bueiro","SP 193","26,050","Bueiro Simples Celular de Concreto","16","3","-24.7072","-48.0031","-24.7071","-48.003"
"DR 05","Bueiro","SP 139","26,100","Bueiro Simples Tubular de Concreto","14","0","-24.33575","-47.94751","-24.33571","-47.94759"
"DR 05","Bueiro","SPA 552/230","26,100","Bueiro Simples Tubular de Concreto","22","0,8","-24.7868","-48.4796","-24.7868","-48.4795"
"DR 05","Bueiro","SPA 552/230","26,300","Bueiro Simples Tubular de Concreto","18","1,2","-24.7852","-48.4797","-24.7852","-48.4796"
"DR 05","Bueiro","SPA 552/230","26,500","Bueiro Simples Tubular de Concreto","16","1","-24.7836","-48.4799","-24.7836","-48.4797"
"DR 05","Bueiro","SP 139","26,500","Bueiro Simples Celular de Concreto","31","1","24.33212","-47.94679","-24.33217","-47.94659"
"DR 05","Bueiro","SP 226","26,550","Bueiro Simples Tubular de Concreto","15","0,6","-24.85511","-47.89595","-24.85495","-47.89598"
"DR 05","Bueiro","SP 226","26,550","Bueiro Simples Tubular de Concreto","13","0,6","-24.85521","-47.8958","-24.85522","-47.8957"
"DR 05","Bueiro","SP 193","26,580","Bueiro Simples Tubular de Concreto","20","0,6","-24.7113","-48.0012","-24.7114","-48.001"
"DR 05","Bueiro","SP 139","26,620","Bueiro Simples Tubular de Concreto","22","0,8","-24.33154","-47.94509","-24.33168","-47.94517"
"DR 05","Bueiro","SP 226","26,650","Bueiro Simples Tubular de Concreto","21","0,6","-24.85636","-47.89634","-24.85642","-47.89626"
"DR 05","Bueiro","SP 226","26,650","Bueiro Simples Tubular de Concreto","10","0,6","-24.856","-47.89652","-24.85598","-47.8966"
"DR 05","Bueiro","SPA 552/230","26,650","Bueiro Simples Tubular de Concreto","18","0,8","-24.7824","-48.4805","-24.7823","-48.4804"
"DR 05","Bueiro","SPA 552/230","26,710","Bueiro Duplo Tubular de Concreto","18","1,2","-24.7818","-48.4807","-24.7818","-48.4806"
"DR 05","Bueiro","SP 193","26,730","Bueiro Simples Tubular de Concreto","9,34","0,6","-24.7129","-48.0017","-24.713","-48.0017"
"DR 05","Bueiro","SPA 552/230","26,780","Bueiro Simples Tubular de Concreto","18","0,8","-24.781","-48.4808","-24.7811","-48.4806"
"DR 05","Bueiro","SPA 552/230","26,950","Bueiro Simples Tubular de Concreto","18","0,8","-24.7797","-48.4808","-24.7797","-48.4807"
"DR 05","Bueiro","SP 193","26,960","Bueiro Simples Tubular de Concreto","14","0,8","-24.7139","-48.002","-24.714","-48.0018"
"DR 05","Bueiro","SP 139","26,990","Bueiro Simples Tubular de Concreto","35","1","-24.33025","-47.94384","-24.3305","-47.94355"
"DR 05","Bueiro","SPA 552/230","27,060","Bueiro Simples Tubular de Concreto","18","1","-24.7787","-48.4809","-24.7787","-48.4807"
"DR 05","Bueiro","SP 193","27,100","Bueiro Simples Tubular de Concreto","16","0,6","-24.7154","-48.0011","-24.7153","-48.0011"
"DR 05","Bueiro","SP 165","27,270","Bueiro Simples Tubular de Concreto","25","0","-24.3149","-47.86219","-24.315","-47.86225"
"DR 05","Bueiro","SP 139","27,280","Bueiro Simples Tubular de Concreto","14","0,8","-24.3276","-47.9435","-24.3276","-47.9435"
"DR 05","Bueiro","SPA 552/230","27,300","Bueiro Simples Tubular de Concreto","15","0,8","-24.777","-48.4795","-24.777","-48.4794"
"DR 05","Bueiro","SPA 552/230","27,370","Bueiro Simples Tubular de Concreto","15","0,8","-24.7765","-48.4796","-24.7765","-48.4795"
"DR 05","Bueiro","SP 193","27,430","Bueiro Simples Tubular de Concreto","16","1","-24.7178","-48.0006","-24.7179","-48.0005"
"DR 05","Bueiro","SP 139","27,470","Bueiro Simples Tubular de Concreto","7","1","-24.32617","-47.94276","-24.32626","-47.94277"
"DR 05","Bueiro","SP 139","27,475","Bueiro Simples Tubular de Concreto","20","0","-24.3262","-47.94298","-24.32617","-47.94292"
"DR 05","Bueiro","SP 165","27,520","Bueiro Simples Tubular de Concreto","20","0","-24.31492","-47.86463","-24.31506","-47.86457"
"DR 05","Bueiro","SP 193","27,720","Bueiro Simples Tubular de Concreto","20","1","-24.7202","-48.0009","-24.7202","-48.0008"
"DR 05","Bueiro","SP 165","27,750","Bueiro Simples Tubular de Concreto","20","0","-24.315","-47.86686","-24.31508","-47.86682"
"DR 05","Bueiro","SP 139","27,800","Bueiro Simples Tubular de Concreto","12","0,8","-24.32342","-47.94297","-24.33298","-47.60171"
"DR 05","Bueiro","SP 193","27,930","Bueiro Simples Tubular de Concreto","16","1,3","-24.7222","-48.0011","-24.7221","-48.0011"
"DR 05","Bueiro","SP 139","27,950","Bueiro Simples Tubular de Concreto","14","1","-24.32233","-47.94419","-24.32158","-47.94366"
"DR 05","Bueiro","SPA 552/230","28,020","Bueiro Simples Tubular de Concreto","22","1","-24.7726","-48.4843","-24.7725","-48.4842"
"DR 05","Bueiro","SP 222","28,090","Bueiro Duplo Tubular de Concreto","18","1,5","24.5151","47.5576","24.515","47.5575"
"DR 05","Bueiro","SPA 552/230","28,100","Bueiro Simples Tubular de Concreto","24","0,6","-24.7721","-48.4851","-24.772","-48.485"
"DR 05","Bueiro","SP 139","28,200","Bueiro Simples Tubular de Concreto","13","0,6","-24.31966","-47.94233","-24.31965","-47.94216"
"DR 05","Bueiro","SP 222","28,310","Bueiro Duplo Tubular de Concreto","23","0,8","24.5169","47.5568","24.5168","47.5567"
"DR 05","Bueiro","SPA 552/230","28,400","Bueiro Simples Tubular de Concreto","20","0,8","-24.7711","-48.4874","-24.771","-48.4874"
"DR 05","Bueiro","SP 226","28,400","Bueiro Simples Tubular de Concreto","17","0,8","-24.86866","-47.90441","-24.86876","-47.90429"
"DR 05","Bueiro","SP 139","28,420","Bueiro Simples Tubular de Concreto","22","0,8","-24.3195","-47.944","-24.3194","-47.944"
"DR 05","Bueiro","SP 193","28,450","Bueiro Simples Tubular de Concreto","15","0,6","-24.727","-48.0005","-24.7269","-48.0004"
"DR 05","Bueiro","SPA 552/230","28,590","Bueiro Simples Tubular de Concreto","22","1","-24.7704","-48.4891","-24.7702","-48.4891"
"DR 05","Bueiro","SP 226","28,600","Bueiro Simples Tubular de Concreto","22","0,8","-24.87004","-47.90561","-24.87019","-47.90555"
"DR 05","Bueiro","SPA 552/230","28,720","Bueiro Simples Tubular de Concreto","22","1","-24.7691","-48.4903","-24.7691","-48.4902"
"DR 05","Bueiro","SP 193","28,860","Bueiro Simples Tubular de Concreto","14","0,6","-24.7309","-48.9994","-24.7309","-48.9993"
"DR 05","Bueiro","SP 139","28,970","Bueiro Duplo Tubular de Concreto","18","0,8","-24.31652","-47.94556","-24.31649","-47.94539"
"DR 05","Bueiro","SP 193","29,000","Bueiro Simples Tubular de Concreto","15","0,6","-24.7324","-47.9993","-24.7323","-47.9992"
"DR 05","Bueiro","SP 165","29,030","Bueiro Simples Tubular de Concreto","19","0,8","-24.3137","-47.8794","-24.3136","-47.8794"
"DR 05","Bueiro","SP 193","29,100","Bueiro Simples Tubular de Concreto","13","0,6","-24.7331","-47.9988","-24.7331","-47.9987"
"DR 05","Bueiro","SP 226","29,200","Bueiro Simples Tubular de Concreto","25","0,8","-24.87451","-47.90956","-24.87465","-47.90954"
"DR 05","Bueiro","SPA 552/230","29,280","Bueiro Duplo Tubular de Concreto","22","1,2","-24.7647","-48.4911","-24.7646","-48.8909"
"DR 05","Bueiro","SPA 552/230","29,410","Bueiro Simples Tubular de Concreto","22","0,6","-24.7637","-48.492","-24.7636","-48.4919"
"DR 05","Bueiro","SP 193","29,500","Bueiro Simples Tubular de Concreto","20","1","-24.7374","-47.9981","-24.7373","-47.998"
"DR 05","Bueiro","SP 139","29,540","Bueiro Simples Tubular de Concreto","15","0,6","-24.31171","-47.94658","-24.31171","47.94649"
"DR 05","Bueiro","SP 222","29,700","Bueiro Simples Tubular de Concreto","26","1","-24.5393","-47.555","-24.5293","-47.5547"
"DR 05","Bueiro","SP 226","29,700","Bueiro Simples Tubular de Concreto","22","0,8","-24.87854","-47.91314","-24.87865","-47.91307"
"DR 05","Bueiro","SP 165","29,830","Bueiro Simples Tubular de Concreto","23","0","-24.312","-47.88674","-24.31187","-47.88673"
