"Regional","Elemento","Rodovia","KM","Tipo","Extensão (m)","Dimensão (m)","Latitude montante","Longitude montante","Latitude jusante","Longitude jusante"
"DR 06","Bueiro","SP 125","49,120","Bueiro Simples Celular de Concreto","24","0,8","-23.2732","-45.2859","-23.2733","-45.2858"
"DR 06","Bueiro","SP 171","49,180","Bueiro Simples Celular de Concreto","12,6","0,5","-23.0955","-44.6582","-23.0655","-44.9881"
"DR 06","Bueiro","SP 171","49,240","Bueiro Simples Celular de Concreto","14,4","0,8","-23.0958","-44.9581","-23.0959","-44.9581"
"DR 06","Bueiro","SP 153","49,385","Bueiro Simples Celular de Concreto","12","1","-22.9393","-45.1128","-22.9393","-45.1127"
"DR 06","Bueiro","SP 171","49,500","Bueiro Simples Celular de Concreto","14,8","0,6","-23.0974","-44.9562","-23.0974","-44.9562"
"DR 06","Bueiro","SP 125","49,500","Bueiro Simples Celular de Concreto","38","0,8","-23.2765","-45.2857","-23.2765","-45.2857"
"DR 06","Bueiro","SP 125","49,550","Bueiro Simples Celular de Concreto","21","0,8","-23.2764","-45.2858","-23.2765","-45.2857"
"DR 06","Bueiro","SP 171","49,620","Bueiro Simples Celular de Concreto","14","0,6","-23.098","-44.9553","-23.0981","-44.9553"
"DR 06","Bueiro","SP 171","49,880","Bueiro Simples Celular de Concreto","10","0,6","-23.0989","-44.9545","-23.0989","-44.9145"
"DR 06","Bueiro","SP 171","49,975","Bueiro Simples Celular de Concreto","10","0,6","-23.0996","-44.9544","-23.0996","-44.9543"
"DR 06","Bueiro","SP 171","50,000","Bueiro Simples Celular de Concreto","12,1","0,6","-23.0999","-44.9542","-23.0999","-44.9542"
"DR 06","Bueiro","SP 171","50,090","Bueiro Simples Celular de Concreto","14,8","0,6","-23.1007","-44.9546","-23.1008","-44.9546"
"DR 06","Bueiro","SP 171","50,110","Bueiro Simples Celular de Concreto","14,2","0,6","-23.1009","-44.9544","-23.1009","-44.9545"
"DR 06","Bueiro","SP 171","50,180","Bueiro Simples Celular de Concreto","11,5","0,6","-23.1017","-44.9543","-23.1017","-44.9545"
"DR 06","Bueiro","SP 125","50,300","Bueiro Simples Celular de Concreto","23","0,8","-23.2829","-45.2878","-23.283","-45.2878"
"DR 06","Bueiro","SP 153","50,500","Bueiro Simples Celular de Concreto","14","0,8","-22.931035","-45.106581","-22.930911","-45.106811"
"DR 06","Bueiro","SP 171","50,600","Bueiro Simples Celular de Concreto","11,5","0,6","-23.1003","-44.9546","-23.1003","-44.9546"
"DR 06","Bueiro","SP 171","50,750","Bueiro Simples Celular de Concreto","11,8","0,6","-23.1057","-44.9533","-23.1057","-449229.0"
"DR 06","Bueiro","SP 171","50,817","Bueiro Simples Celular de Concreto","10,7","0,6","-23.1061","-44.9523","-23.1062","-44.9122"
"DR 06","Bueiro","SP 171","50,900","Bueiro Simples Celular de Concreto","9,8","0,6","-23.1068","-44.952","-23.1069","-44.952"
"DR 06","Bueiro","SP 171","50,925","Bueiro Simples Celular de Concreto","10,5","0,4","-23.107","-44.952","-23.1069","-44.922"
"DR 06","Bueiro","SP 153","51,100","Bueiro Simples Celular de Concreto","18","0,6","-22.9292","-45.1025","-22.9291","-45.1024"
"DR 06","Bueiro","SP 171","51,180","Bueiro Simples Celular de Concreto","10,5","0,6","-23.109","-44.9518","-23.109","-44.9518"
"DR 06","Bueiro","SP 171","51,410","Bueiro Simples Celular de Concreto","14","1,2","-23.1113","-44.9515","-23.1116","-45.9517"
"DR 06","Bueiro","SP 125","51,580","Bueiro Simples Celular de Concreto","40","1,5","-23.2932","-45.2877","-23.2932","-45.2875"
"DR 06","Bueiro","SP 125","51,600","Bueiro Simples Celular de Concreto","25","0,8","-23.2963","-452852.0","-23.2932","-45.2875"
"DR 06","Bueiro","SP 125","51,690","Bueiro Simples Celular de Concreto","17,5","3,2","-23.2941","-45.2873","-23.294","-45.2871"
"DR 06","Bueiro","SP 125","51,700","Bueiro Simples Celular de Concreto","24","0,8","-23.2942","-45.2872","-23.2941","-45.287"
"DR 06","Bueiro","SP 171","51,780","Bueiro Simples Celular de Concreto","15","0,6","-23.1126","-44.949","-23.1126","-44.949"
"DR 06","Bueiro","SP 171","51,820","Bueiro Simples Celular de Concreto","15","0,6","-23.1132","-44.949","-23.1133","-44.9489"
"DR 06","Bueiro","SP 171","51,900","Bueiro Simples Celular de Concreto","14","0,4","-23.1149","-44.9443","-23.1137","-44.9489"
"DR 06","Bueiro","SP 153","52,000","Bueiro Simples Celular de Concreto","12","0,6","-22.9258","-45.0952","-22.9259","-45.0952"
"DR 06","Bueiro","SP 125","52,020","Bueiro Simples Celular de Concreto","24,5","2,5","-23.2962","-45.2853","-23.2962","-45.2851"
"DR 06","Bueiro","SP 171","52,300","Bueiro Simples Celular de Concreto","14,2","0,5","-23.1149","-44.9444","-23.1149","-44.9445"
"DR 06","Bueiro","SP 171","52,780","Bueiro Simples Celular de Concreto","11,5","0,6","-23.1172","-44.9416","-23.1172","-44.9416"
"DR 06","Bueiro","SP 171","53,010","Bueiro Simples Celular de Concreto","10","0,5","-23.1187","-44.9406","-23.1187","-44.9406"
"DR 06","Bueiro","SP 171","53,080","Bueiro Simples Celular de Concreto","14","0,6","-23.1193","-44.9405","-23.1193","-44.9405"
"DR 06","Bueiro","SP 125","53,090","Bueiro Simples Celular de Concreto","35","0,8","-23.304","-45.28","-23.3043","-45.2804"
"DR 06","Bueiro","SP 125","53,150","Bueiro Simples Celular de Concreto","35","0,8","-23.3047","-45.2806","-23.3068","-45.2816"
"DR 06","Bueiro","SP 171","53,150","Bueiro Simples Celular de Concreto","13","0,6","-23.1199","-44.9409","-23.12","-44.9406"
"DR 06","Bueiro","SP 125","53,180","Bueiro Simples Celular de Concreto","27","0,8","-23.3048","-45.2801","-23.3047","-45.2801"
"DR 06","Bueiro","SP 125","53,300","Bueiro Simples Celular de Concreto","28","2","-23.306","-45.2798","-23.3061","-45.2798"
"DR 06","Bueiro","SP 125","53,650","Bueiro Simples Celular de Concreto","21","0,8","-23.3096","-45.2798","-23.3095","-45.2799"
"DR 06","Bueiro","SP 125","53,700","Bueiro Simples Celular de Concreto","24","0,8","-23.31","-45.2799","-23.3099","-45.2799"
"DR 06","Bueiro","SP 171","53,860","Bueiro Simples Celular de Concreto","13,8","0,5","-23.1257","-44.937","-23.1256","-44.9376"
"DR 06","Bueiro","SP 171","53,940","Bueiro Simples Celular de Concreto","13,5","0,6","-23.1264","-44.9378","-23.1262","-44.9378"
"DR 06","Bueiro","SP 125","53,970","Não Localizado","10","2,5","-23.3121","-45.2803","-23.3121","-45.2805"
"DR 06","Bueiro","SP 171","54,080","Bueiro Simples Celular de Concreto","15,6","0,8","-23.1277","-44.9377","-23.1276","-44.9377"
"DR 06","Bueiro","SP 171","54,250","Bueiro Simples Celular de Concreto","14","0,6","-23.1291","-44.927","-23.129","-44.937"
"DR 06","Bueiro","SP 125","54,250","Bueiro Simples Celular de Concreto","17,5","0,8","-23.3145","-45.2811","-23.3146","-45.281"
"DR 06","Bueiro","SP 171","54,270","Bueiro Simples Celular de Concreto","13,5","0,5","-23.1293","-44.9372","-23.1293","-449372.0"
"DR 06","Bueiro","SP 171","54,500","Bueiro Simples Celular de Concreto","12,5","0,6","-23.1301","-44.9356","-23.1302","-44.9357"
"DR 06","Bueiro","SP 125","54,500","Bueiro Simples Celular de Concreto","17,6","0,8","-23.3161","-45.2811","-23.3161","-45.281"
"DR 06","Bueiro","SP 055","54,580","Bueiro Simples Celular de Concreto","18","0,4","-23.4741","-45.0684","-23.474","-45.0686"
"DR 06","Bueiro","SP 125","54,600","Bueiro Simples Celular de Concreto","17,2","0,6","-23.3178","-45.2807","-23.3178","-45.2806"
"DR 06","Bueiro","SP 125","54,750","Bueiro Simples Celular de Concreto","27","0,8","-23.319","-45.2808","-23.3189","-45.2808"
"DR 06","Bueiro","SP 171","54,800","Bueiro Simples Celular de Concreto","12","0,6","-23.1007","-44.9377","-23.1307","-44.9337"
"DR 06","Bueiro","SP 171","54,900","Bueiro Simples Celular de Concreto","12","0,6","-23.1306","-44.9327","-23.1307","-44.9328"
"DR 06","Bueiro","SP 171","55,010","Bueiro Simples Celular de Concreto","11,8","0,5","-23.1305","-449321.0","-23.1305","-44.9322"
"DR 06","Bueiro","SP 125","55,120","Bueiro Simples Celular de Concreto","23","0,8","-23.3224","-45.2809","-23.3224","-45.2809"
"DR 06","Bueiro","SP 055","55,150","Bueiro Simples Celular de Concreto","24","0,8","","","-23.4782","-45.0711"
"DR 06","Bueiro","SP 125","55,150","Bueiro Simples Celular de Concreto","25","0,6","-23.2059","-45.3782","-23.2057","-45.3783"
"DR 06","Bueiro","SP 055","55,155","Bueiro Simples Celular de Concreto","24","1","","","-23.4783","-45.0712"
"DR 06","Bueiro","SP 171","55,190","Bueiro Simples Celular de Concreto","9,8","0,5","-23.1308","-44.9308","-23.1309","-44.9307"
"DR 06","Bueiro","SP 171","55,250","Bueiro Simples Celular de Concreto","10,8","0,6","-23.1309","-44.9296","-23.131","-44.9297"
"DR 06","Bueiro","SP 125","55,350","Bueiro Simples Celular de Concreto","60","1","-23.3236","-45.2815","-23.3241","-45.2813"
"DR 06","Bueiro","SP 171","55,450","Bueiro Simples Celular de Concreto","13,1","0,8","-23.1326","-44.929","-23.1325","-44.929"
"DR 06","Bueiro","SP 171","55,500","Bueiro Simples Celular de Concreto","13,5","0,6","-23.133","-44.9287","-23.1931","-44.9288"
"DR 06","Bueiro","SP 055","55,530","Bueiro Simples Celular de Concreto","13","0,8","-23.4803","-45.0718","-23.4804","-45.0717"
"DR 06","Bueiro","SP 171","55,650","Bueiro Simples Celular de Concreto","11,8","0,6","-23.134","-44.9281","-23.134","-44.9282"
"DR 06","Bueiro","SP 125","55,750","Bueiro Simples Celular de Concreto","45","0,8","-23.3269","-45.2811","-23.3264","-45.2808"
"DR 06","Bueiro","SP 171","55,880","Bueiro Simples Celular de Concreto","13,8","0,6","-23.1357","-44.9271","-23.1358","-45.9271"
"DR 06","Bueiro","SP 171","55,960","Bueiro Simples Celular de Concreto","15,5","0,8","-23.1361","-44.9268","-23.1362","-44.9268"
"DR 06","Bueiro","SP 171","56,000","Bueiro Triplo Tubular de Concreto","58,1","1","-23.1363","-44.9264","-23.1366","-44.9266"
"DR 06","Bueiro","SP 171","56,030","Bueiro Simples Celular de Concreto","12","0,5","-23.1369","-44.9264","-23.1366","-44.9266"
"DR 06","Bueiro","SP 125","56,050","Não Localizado","14","2,4","-23.3285","-45.2792","-23.3585","-45.2791"
"DR 06","Bueiro","SP 171","56,260","Bueiro Simples Celular de Concreto","11,5","0,6","-23.139","-44.9261","-23.139","-44.9261"
"DR 06","Bueiro","SP 171","56,320","Bueiro Simples Celular de Concreto","12","0,6","-23.1396","-44.9261","-23.1395","-44.9261"
"DR 06","Bueiro","SP 125","56,400","Bueiro Simples Celular de Concreto","21","1","-23.3318","-45.2777","-23.3318","-45.2776"
"DR 06","Bueiro","SP 171","56,600","Bueiro Simples Celular de Concreto","13","0,6","-23.1408","-44.9247","-23.1405","-44.9248"
"DR 06","Bueiro","SP 171","56,660","Bueiro Simples Celular de Concreto","10","0,5","-23.1402","-44.9245","-23.1403","-44.9248"
"DR 06","Bueiro","SP 125","56,680","Bueiro Simples Celular de Concreto","20,5","0,6","-23.3334","-45.2776","-23.3334","-45.2774"
"DR 06","Bueiro","SP 125","56,790","Bueiro Simples Celular de Concreto","40","0,6","-23.3348","-45.2773","-23.3349","-45.2772"
"DR 06","Bueiro","SP 125","56,790","Bueiro Simples Celular de Concreto","40","0,6","-23.3348","-45.2773","-23.3348","-45.2773"
"DR 06","Bueiro","SP 171","57,140","Bueiro Simples Celular de Concreto","10,2","0,4","-23.1416","-44.9208","-23.1415","-44.9207"
"DR 06","Bueiro","SP 055","57,160","Bueiro Simples Celular de Concreto","16","0,8","-23.4937","-45.0781","-23.4936","-45.0781"
"DR 06","Bueiro","SP 125","57,180","Bueiro Simples Celular de Concreto","30","1","-23.3383","-45.2768","-23.3381","-45.2765"
"DR 06","Bueiro","SP 171","57,290","Bueiro Simples Celular de Concreto","11,2","0,6","-23.1401","-44.9231","-23.1401","-44.9233"
"DR 06","Bueiro","SP 171","57,350","Bueiro Simples Celular de Concreto","12,4","0,5","-23.1414","-44.9218","-23.1414","-44.9217"
"DR 06","Bueiro","SP 125","57,400","Não Localizado","57","5","-23.3395","-45.2758","-23.34","-45.2756"
"DR 06","Bueiro","SP 125","57,480","Bueiro Simples Celular de Concreto","24","0,4","-23.3403","-45.2752","-23.3405","-45.2452"
"DR 06","Bueiro","SP 171","57,550","Bueiro Simples Celular de Concreto","24,2","0,6","-23.1415","-44.9201","-23.1415","-44.9201"
"DR 06","Bueiro","SP 171","57,650","Bueiro Simples Celular de Concreto","12","0,8","-23.1394","-44.9168","-23.1394","-44.9168"
"DR 06","Bueiro","SP 125","57,700","Bueiro Simples Celular de Concreto","21","0,8","-23.3413","-45.2729","-23.3414","-45.2729"
"DR 06","Bueiro","SP 171","57,710","Bueiro Simples Celular de Concreto","10","0,4","-23.1391","-44.9163","-23.1391","-44.9464"
"DR 06","Bueiro","SP 125","57,800","Bueiro Simples Celular de Concreto","21","0,8","-23.3414","-45.2717","-23.3415","-45.2717"
"DR 06","Bueiro","SP 171","57,850","Bueiro Simples Celular de Concreto","14,5","0,8","-23.1384","-44.9153","-23.1384","-44.9154"
"DR 06","Bueiro","SP 171","57,920","Bueiro Simples Celular de Concreto","10","0,4","-23.1379","-44.9147","-23.1378","-44.9147"
"DR 06","Bueiro","SP 055","57,950","Bueiro Simples Celular de Concreto","18","0,8","-23.4767","-45.0704","-23.4768","-45.0703"
"DR 06","Bueiro","SP 171","57,970","Bueiro Simples Celular de Concreto","11","0,6","-23.1376","-44.9144","-23.1376","-44.9144"
"DR 06","Bueiro","SP 055","57,990","Bueiro Simples Celular de Concreto","20","0,6","-23.4908","-45.0846","",""
"DR 06","Bueiro","SP 055","58,020","Bueiro Simples Celular de Concreto","22","0,8","-23.4907","-45.0848","",""
"DR 06","Bueiro","SP 171","58,120","Bueiro Simples Celular de Concreto","12,2","0,4","-23.1337","-44.9139","-23.1357","-449131.0"
"DR 06","Bueiro","SP 171","58,200","Bueiro Simples Celular de Concreto","10,8","0,4","-23.1362","-44.9133","-23.1362","-44.9131"
"DR 06","Bueiro","SP 125","58,290","Bueiro Simples Celular de Concreto","17,5","0,8","-23.3419","-45.2675","-23.342","-45.2676"
"DR 06","Bueiro","SP 171","58,320","Bueiro Simples Celular de Concreto","14,8","0,6","-23.1348","-44.9124","-23.1347","-44.9123"
"DR 06","Bueiro","SP 171","58,350","Bueiro Simples Celular de Concreto","10,8","0,4","-23.1347","-44.9122","-23.1347","-44.9122"
"DR 06","Bueiro","SP 055","58,530","Bueiro Simples Celular de Concreto","18","1,2","-23.4901","-45.0898","-23.4902","-45.0898"
"DR 06","Bueiro","SP 171","58,600","Bueiro Simples Celular de Concreto","12,4","0,4","-23.1341","-44.91","-23.134","-44.91"
"DR 06","Bueiro","SP 171","58,700","Bueiro Simples Celular de Concreto","14,4","0,6","-23.1341","-44.9094","-23.134","-44.9093"
"DR 06","Bueiro","SP 171","58,850","Bueiro Simples Celular de Concreto","17,2","0,6","-23.1347","-44.983","-23.1347","-44.9082"
"DR 06","Bueiro","SP 171","58,890","Bueiro Simples Celular de Concreto","17","0,4","-23.1334","-44.9082","-23.1349","-44.9081"
"DR 06","Bueiro","SP 171","58,920","Bueiro Simples Celular de Concreto","16,5","0,6","-23.1354","-44.8995","-23.1353","-44.9077"
"DR 06","Bueiro","SP 125","58,920","Bueiro Simples Celular de Concreto","40","0,6","-23.3456","-45.2632","-23.3458","-45.2632"
"DR 06","Bueiro","SP 125","59,050","Bueiro Simples Celular de Concreto","32,4","0,6","-23.3458","-45.2621","-23.3462","-45.2618"
"DR 06","Bueiro","SP 055","59,060","Bueiro Simples Celular de Concreto","23","0,8","-23.49","-45.093","-23.49","-45.0931"
"DR 06","Bueiro","SP 055","59,100","Bueiro Simples Celular de Concreto","22","0,8","-23.4899","-45.0935","-23.4899","-45.0935"
"DR 06","Bueiro","SP 171","59,100","Bueiro Simples Celular de Concreto","12,1","0,6","-23.1367","-44.9064","-23.1366","-44.9064"
"DR 06","Bueiro","SP 125","59,200","Bueiro Simples Celular de Concreto","40","1,2","-23.3459","-45.2607","-23.3462","-45.2606"
"DR 06","Bueiro","SP 171","59,259","Bueiro Simples Celular de Concreto","12,5","0,6","-23.1374","-44.9053","-23.1374","-44.9052"
"DR 06","Bueiro","SP 171","59,350","Bueiro Simples Celular de Concreto","11,5","0,6","-23.1374","-44.9043","-23.1344","-44.9043"
"DR 06","Bueiro","SP 171","59,570","Bueiro Simples Celular de Concreto","14,8","0,4","-23.1376","-44.9026","-23.1327","-44.9027"
"DR 06","Bueiro","SP 125","59,600","Bueiro Triplo Celular de Concreto","42","1","-23.3462","-45.2564","-23.3462","-45.2564"
"DR 06","Bueiro","SP 171","59,650","Bueiro Simples Celular de Concreto","11","0,6","-23.1378","-44.9018","-23.1378","-44.9019"
"DR 06","Bueiro","SP 171","59,720","Bueiro Simples Celular de Concreto","10,4","0,4","-23.1386","-44.9005","-23.1386","-44.9005"
"DR 06","Bueiro","SP 125","59,730","Bueiro Simples Celular de Concreto","19","0,6","-23.3468","-45.2555","-23.3468","-45.2556"
"DR 06","Bueiro","SP 171","59,750","Bueiro Simples Celular de Concreto","10,2","0,6","-23.1374","-44.9035","-23.1374","-44.9036"
"DR 06","Bueiro","SP 125","59,770","Bueiro Simples Celular de Concreto","18,1","0,6","-23.3468","-45.2555","-23.3469","-45.2555"
"DR 06","Bueiro","SP 171","59,800","Bueiro Simples Celular de Concreto","13,4","0,4","-23.1388","-44.9","-23.1388","-44.9"
"DR 06","Bueiro","SP 125","59,880","Bueiro Simples Celular de Concreto","14,4","4","-23.3473","-45.2547","-23.3473","-45.2548"
"DR 06","Bueiro","SP 171","59,890","Bueiro Simples Celular de Concreto","12,4","0,4","-23.1387","-44.8999","-23.1387","-44.8996"
"DR 06","Bueiro","SP 125","59,940","Bueiro Simples Celular de Concreto","14,5","0,6","-23.3477","-45.2541","-23.3478","-45.2542"
"DR 06","Bueiro","SP 171","60,040","Bueiro Simples Celular de Concreto","14,2","0,4","-23.1389","-44.8983","-23.1389","-44.8983"
"DR 06","Bueiro","SP 171","60,100","Bueiro Simples Celular de Concreto","12,8","0,4","-23.1393","-44.8981","-23.1393","-44.898"
"DR 06","Bueiro","SP 171","60,120","Bueiro Simples Celular de Concreto","12,4","0,6","-23.1397","-44.8979","-23.1397","-44.8978"
"DR 06","Bueiro","SP 125","60,250","Bueiro Simples Celular de Concreto","90","1,5","-23.3479","-45.2508","-23.3482","-45.2506"
"DR 06","Bueiro","SP 171","60,300","Bueiro Simples Celular de Concreto","15,3","0,6","-23.1407","-44.8966","-23.1408","-44.8966"
"DR 06","Bueiro","SP 125","60,300","Bueiro Duplo Tubular de Concreto","60","1","-23.3473","-45.2505","-23.3482","-45.2506"
"DR 06","Bueiro","SP 171","60,400","Bueiro Simples Celular de Concreto","11,1","0,6","-23.1413","-44.8959","-23.1414","-44.895"
"DR 06","Bueiro","SP 055","60,520","Bueiro Simples Celular de Concreto","20","0,8","-23.4877","-45.107","-23.4877","-45.107"
"DR 06","Bueiro","SP 055","60,590","Bueiro Simples Celular de Concreto","20","0,8","-23.4883","-45.1072","-23.4883","-45.1072"
"DR 06","Bueiro","SP 125","60,600","Não Localizado","27","4","-23.3467","-45.2475","-23.3469","-45.2478"
"DR 06","Bueiro","SP 055","60,760","Bueiro Simples Celular de Concreto","24","0,6","-23.4901","-45.1074","-23.4901","-45.1073"
"DR 06","Bueiro","SP 055","60,830","Bueiro Simples Celular de Concreto","20","0,6","-23.4907","-45.1077","-23.4906","-45.1075"
"DR 06","Bueiro","SP 055","60,880","Bueiro Simples Celular de Concreto","22","0,6","-23.4911","-45.1078","",""
"DR 06","Bueiro","SP 055","60,930","Bueiro Simples Celular de Concreto","20","0,6","-23.4915","-45.1076","-23.4914","-45.1075"
"DR 06","Bueiro","SP 055","61,050","Bueiro Simples Celular de Concreto","20","0,8","-23.4926","-45.1081","-23.4928","-45.108"
"DR 06","Bueiro","SP 055","61,230","Bueiro Simples Celular de Concreto","18","1","-23.4936","-45.1095","-23.4937","-45.1094"
"DR 06","Bueiro","SP 055","61,250","Bueiro Simples Celular de Concreto","16","0,6","-23.4938","-45.1097","-23.4939","-45.1096"
"DR 06","Bueiro","SP 171","61,280","Bueiro Simples Celular de Concreto","16","0,4","-23.146","-44.8893","-23.1459","-44.8896"
"DR 06","Bueiro","SP 171","61,330","Bueiro Simples Celular de Concreto","12,8","0,6","-23.1463","-44.889","-23.1463","-44.8891"
"DR 06","Bueiro","SP 055","61,330","Bueiro Simples Celular de Concreto","18","1","-23.4945","-45.1102","-23.4946","-45.1101"
"DR 06","Bueiro","SP 171","61,404","Bueiro Simples Celular de Concreto","10,5","0,4","-23.1469","-44.885","-23.1469","-44.8851"
"DR 06","Bueiro","SP 055","61,460","Bueiro Simples Celular de Concreto","17","0,6","-23.4954","-45.1112","-23.4955","-45.1112"
"DR 06","Bueiro","SP 055","61,470","Bueiro Simples Celular de Concreto","18","0,6","-23.4954","-45.1114","-23.4455","-45.1113"
"DR 06","Bueiro","SP 055","61,540","Bueiro Simples Celular de Concreto","19","0,6","-23.4957","-45.112","-23.4958","-45.1119"
"DR 06","Bueiro","SP 055","61,560","Bueiro Simples Celular de Concreto","20","1","-23.4959","-45.1122","-23.496","-45.1121"
"DR 06","Bueiro","SP 055","61,600","Bueiro Simples Celular de Concreto","21","0,8","-23.4961","-45.1125","-23.4962","-45.1124"
"DR 06","Bueiro","SP 171","61,640","Bueiro Simples Celular de Concreto","12","0,8","-23.1492","-44.8882","-23.1492","-44.8882"
"DR 06","Bueiro","SP 055","61,690","Bueiro Simples Celular de Concreto","18","0,6","-23.4964","-45.1131","-23.4966","-45.1131"
"DR 06","Bueiro","SP 055","61,720","Bueiro Simples Celular de Concreto","21","1","-23.4965","-45.1138","-23.4966","-45.1138"
"DR 06","Bueiro","SP 055","61,760","Bueiro Simples Celular de Concreto","20","0,6","-23.4967","-45.1143","-23.4967","-45.1143"
"DR 06","Bueiro","SP 125","61,800","Bueiro Simples Celular de Concreto","18","0,8","-23.3495","-45.2376","-23.3495","-45.2377"
"DR 06","Bueiro","SP 171","61,880","Bueiro Simples Celular de Concreto","11,5","0,6","-23.1489","-44.889","-23.149","-44.8891"
"DR 06","Bueiro","SP 125","61,985","Bueiro Simples Celular de Concreto","20,2","1,2","-23.3503","-45.2361","-23.3503","-45.2362"
"DR 06","Bueiro","SP 171","62,020","Bueiro Simples Celular de Concreto","16,1","0,6","-23.1498","-44.8864","-23.1498","-44.8864"
"DR 06","Bueiro","SP 055","62,050","Bueiro Simples Celular de Concreto","21","1","-23.4973","-45.1159","-23.4974","-45.1158"
"DR 06","Bueiro","SP 055","62,150","Bueiro Simples Celular de Concreto","20","0,8","-23.498","-45.1167","-23.4981","-45.1167"
"DR 06","Bueiro","SP 055","62,200","Bueiro Simples Celular de Concreto","18","1","-23.4982","-45.1171","-23.4982","-45.1171"
"DR 06","Bueiro","SP 171","62,200","Bueiro Simples Celular de Concreto","14,1","0,6","-23.1504","-44.8852","-23.1504","-44.8852"
"DR 06","Bueiro","SP 171","62,300","Bueiro Simples Celular de Concreto","14","0,6","-23.1498","-444.8846","-23.1498","-44.8845"
"DR 06","Bueiro","SP 171","62,400","Bueiro Simples Celular de Concreto","13","0,8","-23.149","-44.8845","-23.149","-44.8045"
"DR 06","Bueiro","SP 055","62,430","Bueiro Simples Celular de Concreto","15","0,6","-23.4992","-45.1192","-23.4992","-45.1191"
"DR 06","Bueiro","SP 171","62,480","Bueiro Simples Celular de Concreto","13,8","0,8","-23.1483","-44.8846","-23.1484","-44.8846"
"DR 06","Bueiro","SP 055","62,500","Bueiro Simples Celular de Concreto","17","0,8","-23.4997","-45.1197","-23.4998","-45.1196"
"DR 06","Bueiro","SP 171","62,550","Bueiro Simples Celular de Concreto","10,8","0,6","-23.1482","-44.884","-23.1482","-44.884"
"DR 06","Bueiro","SP 171","62,590","Bueiro Simples Celular de Concreto","14,2","0,8","-23.1481","-44.8836","-23.1481","-44.8836"
"DR 06","Bueiro","SP 125","62,640","Bueiro Simples Celular de Concreto","19","0,8","-23.3528","-45.2304","-23.3528","-45.2306"
"DR 06","Bueiro","SP 125","62,665","Bueiro Simples Celular de Concreto","16","0,4","-23.3529","-45.2305","-23.3528","-45.2306"
"DR 06","Bueiro","SP 171","62,680","Bueiro Simples Celular de Concreto","11","0,4","-23.1478","-44.8825","-23.1479","-44.8828"
"DR 06","Bueiro","SP 055","62,800","Bueiro Simples Celular de Concreto","17","1,2","-23.5007","-45.1232","-23.5007","-45.1231"
"DR 06","Bueiro","SP 055","62,820","Bueiro Simples Celular de Concreto","16","0,6","-23.5004","-45.1225","-23.5005","-45.1225"
"DR 06","Bueiro","SP 171","62,820","Bueiro Simples Celular de Concreto","12,4","0,6","-23.148","-44.8814","-23.1481","-44.8814"
"DR 06","Bueiro","SP 055","62,920","Bueiro Simples Celular de Concreto","18","0,6","-23.5009","-45.1234","-23.501","-45.1234"
"DR 06","Bueiro","SP 171","62,960","Bueiro Simples Celular de Concreto","11,5","0,6","-23.1469","-44.8811","-23.1468","-44.8811"
"DR 06","Bueiro","SP 171","63,000","Bueiro Simples Celular de Concreto","11,6","0,8","-23.1464","-44.8811","-23.1464","-44.881"
"DR 06","Bueiro","SP 171","63,060","Bueiro Simples Celular de Concreto","12,4","0,6","-23.146","-44.8806","-23.1461","-44.8806"
"DR 06","Bueiro","SP 171","63,116","Bueiro Simples Celular de Concreto","11,7","0,4","-23.1457","-44.8802","-23.1459","-44.8802"
"DR 06","Bueiro","SP 171","63,270","Bueiro Simples Celular de Concreto","11,6","0,4","-23.1453","-44.8796","-23.1453","-44.8796"
"DR 06","Bueiro","SP 171","63,319","Bueiro Simples Celular de Concreto","11,1","0,4","-23.145","-44.8792","-23.1451","-44.8791"
"DR 06","Bueiro","SP 055","63,330","Bueiro Simples Tubular de Concreto","22","0,8","-23.5020195","-45.128635","-23.5023493","-45.128635"
"DR 06","Bueiro","SP 171","63,370","Bueiro Simples Celular de Concreto","12,5","0,4","-23.1444","-448788.0","-23.1447","-44.8788"
"DR 06","Bueiro","SP 125","63,400","Não Localizado","14","2,5","-23.3548","-45.2244","-23.3549","-45.2245"
"DR 06","Bueiro","SP 125","63,500","Bueiro Simples Celular de Concreto","23","0,6","-23.3542","-45.2228","-23.3541","-45.2227"
"DR 06","Bueiro","SP 171","63,600","Bueiro Simples Celular de Concreto","10","0,6","-23.1447","-44.8788","-23.1447","-44.8788"
"DR 06","Bueiro","SP 171","63,660","Bueiro Simples Celular de Concreto","10,5","0,6","-23.1457","-44.8769","-23.1557","-44.8768"
"DR 06","Bueiro","SP 055","63,680","Bueiro Simples Tubular de Concreto","20","0,6","-23.5016619","-45.1293911","-23.5017215","-45.1293911"
"DR 06","Bueiro","SP 055","63,760","Bueiro Simples Tubular de Concreto","20","0,6","-23.5010082","-45.1298673","-23.5010918","-45.1298673"
"DR 06","Bueiro","SP 055","63,780","Bueiro Simples Tubular de Concreto","20","1","-23.5007809","-45.1300005","-23.5007058","-45.1300005"
"DR 06","Bueiro","SP 125","63,780","Bueiro Simples Celular de Concreto","19","0,8","-23.3546","-45.2214","-23.3546","45.2212"
"DR 06","Bueiro","SP 125","63,850","Bueiro Simples Celular de Concreto","19,5","0,8","-23.3551","-45.2209","-23.3551","-45.2207"
"DR 06","Bueiro","SP 171","63,890","Bueiro Simples Celular de Concreto","11,6","0,6","-23.1462","-44.8762","-23.1462","-44.8761"
