"Regional","Elemento","Rodovia","KM inicial","KM final","Tipo","Extensão (m)","Latitude","Longitude"
"DR 01","OAE","SP 008","58,38","58,38","OAE","Não se aplica*","-23,168629","-46,575789"
"DR 01","OAE","SP 008","59,635","59,71","Viaduto","75",,
"DR 01","OAE","SP 008","60,186","60,196","Ponte","10",,
"DR 01","OAE","SP 008","69,36","69,376","Viaduto","16",,
"DR 01","OAE","SP 008","71,781","71,781","Passarela","Não se aplica*","-23,074919","-46,565778"
"DR 01","OAE","SP 008","97,582","97,621","Ponte","39",,
"DR 01","OAE","SP 008","123,429","123,438","Ponte","9",,
"DR 01","OAE","SP 008","136,753","136,861","Ponte","108",,
"DR 01","OAE","SP 008","140,144","140,201","Ponte","57",,
"DR 01","OAE","SP 036","57,376","57,454","Ponte","78",,
"DR 01","OAE","SP 036","65,16","65,189","Ponte","29",,
"DR 01","OAE","SP 036","76,814","76,833","Viaduto","19",,
"DR 01","OAE","SP 036","77,283","77,313","Ponte","30",,
"DR 01","OAE","SP 036","81,57","81,59","Ponte","20",,
"DR 01","OAE","SP 036","83,425","83,455","Ponte","30",,
"DR 01","OAE","SP 036","84,843","84,862","Ponte","19",,
"DR 01","OAE","SP 036","101,033","101,191","Ponte","158",,
"DR 01","OAE","SP 063","18,969","19,252","Viaduto","283",,
"DR 01","OAE","SP 063","19,947","19,947","Passarela","Não se aplica*","-23,014241","-46,835172"
"DR 01","OAE","SP 063","20,464","20,504","Viaduto","40",,
"DR 01","OAE","SP 063","24,696","24,884","Viaduto","188",,
"DR 01","OAE","SP 063","24,755","24,923","Viaduto","168",,
"DR 01","OAE","SP 063","25,876","25,936","Ponte","60",,
"DR 01","OAE","SP 063","84,648","84,678","Ponte","30",,
"DR 01","OAE","SP 073","4,879","4,898","Ponte","19",,
"DR 01","OAE","SP 073","6,646","6,665","Ponte","19",,
"DR 01","OAE","SP 073","7,269","7,279","Ponte","10",,
"DR 01","OAE","SP 073","9,623","9,651","Ponte","28",,
"DR 01","OAE","SP 073","24,136","24,184","Viaduto","48",,
"DR 01","OAE","SP 081","0,139","0,178","Ponte","39",,
"DR 01","OAE","SP 091","92,103","92,103","Passarela","Não se aplica*","-22,946081","-47,029331"
"DR 01","OAE","SP 095","11,298","11,387","Ponte","89",,
"DR 01","OAE","SP 095","11,676","11,696","Ponte","20",,
"DR 01","OAE","SP 095","47,771","47,789","Ponte","18",,
"DR 01","OAE","SP 095","58,714","58,714","Passarela","Não se aplica*","-22,737553","-46,926181"
"DR 01","OAE","SP 105","1,74","1,75","Ponte","10",,
"DR 01","OAE","SP 105","10,505","10,525","Ponte","20",,
"DR 01","OAE","SP 107","5,328","5,367","Ponte","39",,
"DR 01","OAE","SP 107","13,479","13,489","Ponte","10",,
"DR 01","OAE","SP 107","27,142","27,196","Viaduto","54",,
"DR 01","OAE","SP 107","38,152","38,162","Ponte","10",,
"DR 01","OAE","SP 107","38,222","38,252","Ponte","30",,
"DR 01","OAE","SP 133","14,458","14,515","Viaduto","57",,
"DR 01","OAE","SP 147","5,505","5,523","Ponte","18",,
"DR 01","OAE","SP 147","15,259","15,269","Ponte","10",,
"DR 01","OAE","SP 147","24,007","24,035","Ponte","28",,
"DR 01","OAE","SP 147","32,091","32,11","Ponte","19",,
"DR 01","OAE","SP 147","41,752","41,772","Viaduto","20",,
"DR 01","OAE","SP 147","41,772","41,782","Viaduto","10",,
"DR 01","OAE","SP 167","0","0","Ponte","0",,
"DR 01","OAE","SP 167","0,098","0,108","Ponte","10",,
"DR 01","OAE","SP 167","1,323","1,333","Ponte","10",,
"DR 01","OAE","SP 324","76,3","76,332","Viaduto","32",,
"DR 01","OAE","SP 324","76,75","76,79","Ponte","40",,
"DR 01","OAE","SP 324","76,76","76,78","Ponte","20",,
"DR 01","OAE","SP 324","91,32","91,36","Viaduto","40",,
"DR 01","OAE","SP 332","55,906","55,906","Passarela","Não se aplica*","-23,243945","-46,851836"
"DR 01","OAE","SP 332","55,975","55,984","Viaduto","9",,
"DR 01","OAE","SP 332","63,138","63,177","Ponte","39",,
"DR 01","OAE","SP 332","65,927","65,955","Ponte","28",,
"DR 01","OAE","SP 332","66,118","66,138","Ponte","20",,
"DR 01","OAE","SP 332","67,33","67,33","Passarela","Não se aplica*","-23,165483","-46,906293"
"DR 01","OAE","SP 332","67,701","67,72","Viaduto","19",,
"DR 01","OAE","SP 332","73,177","73,177","Viaduto","0",,
"DR 01","OAE","SP 332","77,42","77,42","Passarela","Não se aplica*","-23,090767","-46,951612"
"DR 01","OAE","SP 332","79,216","79,235","Ponte","19",,
"DR 01","OAE","SP 332","92,559","92,619","Viaduto","60",,
"DR 01","OAE","SP 332","96,585","96,64","Viaduto","55",,
"DR 01","OAE","SP 352","137,953","137,962","Ponte","9",,
"DR 01","OAE","SP 352","140,841","140,851","Ponte","10",,
"DR 01","OAE","SP 352","142,134","142,15","Ponte","16",,
"DR 01","OAE","SP 352","144,283","144,293","Ponte","10",,
"DR 01","OAE","SP 352","148,923","148,953","Ponte","30",,
"DR 01","OAE","SP 352","151,8","151,82","Ponte","20",,
"DR 01","OAE","SP 354","54,362","54,392","Ponte","30",,
"DR 01","OAE","SP 354","54,362","54,392","Ponte","30",,
"DR 01","OAE","SP 354","56,828","57,266","Viaduto","438",,
"DR 01","OAE","SP 354","56,828","57,266","Viaduto","438",,
"DR 01","OAE","SP 354","58,931","59","Viaduto","69",,
"DR 01","OAE","SP 354","58,931","59","Viaduto","69",,
"DR 01","OAE","SP 354","75,337","75,367","Ponte","30",,
"DR 01","OAE","SP 354","75,337","75,367","Ponte","30",,
"DR 01","OAE","SP 354","79,698","79,738","Viaduto","40",,
"DR 01","OAE","SP 354","79,698","79,738","Viaduto","40",,
"DR 01","OAE","SP 360","87,539","87,548","Ponte","9",,
"DR 01","OAE","SP 360","87,882","87,882","Ponte","0",,
"DR 01","OAE","SP 360","87,916","87,935","Ponte","19",,
"DR 01","OAE","SP 360","89,273","89,322","Ponte","49",,
"DR 01","OAE","SP 360","108,016","108,072","Ponte","56",,
"DR 01","OAE","SP 360","113,605","113,615","Ponte","10",,
"DR 01","OAE","SP 360","120,853","120,863","Ponte","10",,
"DR 01","OAE","SP 360","163,054","163,064","Ponte","10",,
"DR 01","OAE","SPA 009/010","2,465","2,493","Ponte","28",,
"DR 01","OAE","SPA 026/101","1,75","1,777","Ponte","27",,
"DR 01","OAE","SPA 066/300","5,781","5,819","Ponte","38",,
"DR 01","OAE","SPA 066/300","7,56","7,56","Passarela","Não se aplica*","-23,158483","-47,036862"
"DR 01","OAE","SPA 066/300","8,152","8,152","Passarela","Não se aplica*","-23,156714","-47,042377"
"DR 01","OAE","SPA 082/330","6,451","6,46","Ponte","9",,
"DR 01","OAE","SPA 082/330","6,616","6,635","Viaduto","19",,
"DR 01","OAE","SPA 082/330","6,635","6,645","Viaduto","10",,
"DR 01","OAE","SPA 110/330","0","0,038","Viaduto","38",,
"DR 01","OAE","SPA 110/330","0,298","0,298","Passarela","Não se aplica*","-22,818182","-47,195709"
"DR 01","OAE","SPA 110/330","0,858","0,914","Viaduto","56",,
"DR 01","OAE","SPA 110/330","2,912","2,929","Ponte","17",,
"DR 01","OAE","SPA 115/330","0,131","0,173","Viaduto","42",,
"DR 01","OAE","SPA 115/330","0,173","0,201","Viaduto","28",,
"DR 01","OAE","SPA 115/330","4,313","4,313","Passarela","Não se aplica*","-22,813182","-47,258419"
"DR 01","OAE","SPA 127/304","6,282","6,292","Ponte","10",,
"DR 01","OAE","SPA 127/304","6,292","6,292","Ponte","0",,
"DR 01","OAE","SPA 127/304","6,539","6,549","Ponte","10",,
"DR 01","OAE","SPA 135/065","0","0,082","Viaduto","82",,
"DR 01","OAE","SPA 135/065","0,793","0,793","Passarela","Não se aplica*","-22,849913","-47,042244"
"DR 01","OAE","SPA 135/065","2,127","2,127","Passarela","Não se aplica*","-22,861677","-47,043707"
"DR 01","OAE","SPA 135/065","3,396","3,463","Viaduto","67",,
"DR 01","OAE","SPA 137/360","5,658","5,677","Ponte","19",,
"DR 01","OAE","SPA 137/360","6,315","6,356","Ponte","41",,
"DR 01","OAE","SPA 137/360","7,759","7,785","Viaduto","26",,
"DR 01","OAE","SPI 177/342","10,71","10,729","Ponte","19",,
"DR 01","OAE","SPI 177/342","16,155","16,195","Ponte","40",,
"DR 02","OAE","SP 079","34,75","34,75","Viaduto","0",,
"DR 02","OAE","SP 079","38,6","38,817","Ponte","217",,
"DR 02","OAE","SP 079","38,61","38,797","Ponte","187",,
"DR 02","OAE","SP 079","39,675","39,734","Viaduto","59",,
"DR 02","OAE","SP 079","39,704","39,753","Viaduto","49",,
"DR 02","OAE","SP 079","39,8","39,809","Ponte","9",,
"DR 02","OAE","SP 079","39,8","39,819","Ponte","19",,
"DR 02","OAE","SP 079","39,974","39,974","Passarela","Não se aplica*","-23,220277","-47,30005"
"DR 02","OAE","SP 079","41,195","41,294","Viaduto","99",,
"DR 02","OAE","SP 079","44,272","44,286","Ponte","14",,
"DR 02","OAE","SP 079","44,31","44,328","Ponte","18",,
"DR 02","OAE","SP 079","50,595","50,595","Passarela","Não se aplica*","-23,290279","-47,297167"
"DR 02","OAE","SP 079","54,038","54,057","Ponte","19",,
"DR 02","OAE","SP 079","56,563","56,563","Viaduto","0",,
"DR 02","OAE","SP 079","60,998","61,007","Viaduto","9",,
"DR 02","OAE","SP 079","61,007","61,026","Viaduto","19",,
"DR 02","OAE","SP 079","61,766","61,867","Viaduto","101",,
"DR 02","OAE","SP 079","63,903","63,903","Passarela","Não se aplica*","-23,388383","-47,342112"
"DR 02","OAE","SP 079","65,158","65,257","Viaduto","99",,
"DR 02","OAE","SP 079","69,932","69,932","Passarela","Não se aplica*","-23,412242","-47,388138"
"DR 02","OAE","SP 079","71,83","71,88","Ponte","50",,
"DR 02","OAE","SP 079","78,238","78,287","Viaduto","49",,
"DR 02","OAE","SP 079","131,325","131,345","Ponte","20",,
"DR 02","OAE","SP 079","132,596","132,616","Ponte","20",,
"DR 02","OAE","SP 079","143,563","143,633","Ponte","70",,
"DR 02","OAE","SP 079","181,183","181,193","Ponte","10",,
"DR 02","OAE","SP 097","1,764","1,802","Ponte","38",,
"DR 02","OAE","SP 097","25,551","25,579","Viaduto","28",,
"DR 02","OAE","SP 129","12,188","12,188","Passarela","Não se aplica*","-23,268537","-47,672396"
"DR 02","OAE","SP 129","13,148","13,157","Viaduto","9",,
"DR 02","OAE","SP 129","22,452","22,539","Ponte","87",,
"DR 02","OAE","SP 129","29,275","29,305","Viaduto","30",,
"DR 02","OAE","SP 129","37,633","37,633","Viaduto","0",,
"DR 02","OAE","SP 129","42,755","42,756","Ponte","1",,
"DR 02","OAE","SP 129","59,497","59,527","Ponte","30",,
"DR 02","OAE","SP 139","69,483","69,503","Ponte","20",,
"DR 02","OAE","SP 139","73,688","73,707","Ponte","19",,
"DR 02","OAE","SP 139","76,025","76,054","Ponte","29",,
"DR 02","OAE","SP 139","85,654","85,682","Ponte","28",,
"DR 02","OAE","SP 139","94,759","94,779","Ponte","20",,
"DR 02","OAE","SP 139","100,47","100,48","Viaduto","10",,
"DR 02","OAE","SP 139","102,428","102,448","Ponte","20",,
"DR 02","OAE","SP 139","119,651","119,651","Viaduto","0",,
"DR 02","OAE","SP 141","17,062","17,1","Ponte","38",,
"DR 02","OAE","SP 141","19,598","19,617","Ponte","19",,
"DR 02","OAE","SP 141","26,322","26,352","Viaduto","30",,
"DR 02","OAE","SP 141","26,332","26,382","Viaduto","50",,
"DR 02","OAE","SP 141","44,186","44,264","Viaduto","78",,
"DR 02","OAE","SP 141","44,591","44,631","Ponte","40",,
"DR 02","OAE","SP 141","65,854","65,894","Ponte","40",,
"DR 02","OAE","SP 141","67,273","67,293","Ponte","20",,
"DR 02","OAE","SP 141","79,986","80,025","Ponte","39",,
"DR 02","OAE","SP 143","20,802","20,812","Ponte","10",,
"DR 02","OAE","SP 147","241,759","241,789","Ponte","30",,
"DR 02","OAE","SP 147","258,59","258,619","Ponte","29",,
"DR 02","OAE","SP 157","12,926","12,965","Ponte","39",,
"DR 02","OAE","SP 157","36,783","36,813","Ponte","30",,
"DR 02","OAE","SP 157","38,438","38,464","Ponte","26",,
"DR 02","OAE","SP 165","180,461","180,471","Ponte","10",,
"DR 02","OAE","SP 165","181,482","181,502","Ponte","20",,
"DR 02","OAE","SP 165","181,534","181,542","Ponte","8",,
"DR 02","OAE","SP 181","18,81","18,85","Ponte","40",,
"DR 02","OAE","SP 189","11,619","11,675","Ponte","56",,
"DR 02","OAE","SP 189","15,284","15,302","Viaduto","18",,
"DR 02","OAE","SP 189","27,654","27,684","Ponte","30",,
"DR 02","OAE","SP 189","43,768","43,818","Ponte","50",,
"DR 02","OAE","SP 189","43,818","43,828","Ponte","10",,
"DR 02","OAE","SP 245","0,017","0,017","Viaduto","0",,
"DR 02","OAE","SP 249","44,116","44,116","Passarela","Não se aplica*","-24,228892","-48,768887"
"DR 02","OAE","SP 249","45,806","45,836","Ponte","30",,
"DR 02","OAE","SP 249","82,872","82,909","Ponte","37",,
"DR 02","OAE","SP 249","83,766","83,785","Viaduto","19",,
"DR 02","OAE","SP 249","97,05","97,06","Ponte","10",,
"DR 02","OAE","SP 249","97,06","97,103","Ponte","43",,
"DR 02","OAE","SP 249","114,386","114,425","Ponte","39",,
"DR 02","OAE","SP 250","45,137","45,175","Viaduto","38",,
"DR 02","OAE","SP 250","59,438","59,448","Ponte","10",,
"DR 02","OAE","SP 250","69,509","69,529","Ponte","20",,
"DR 02","OAE","SP 250","73,434","73,444","Ponte","10",,
"DR 02","OAE","SP 250","95,653","95,663","Ponte","10",,
"DR 02","OAE","SP 250","96,053","96,073","Ponte","20",,
"DR 02","OAE","SP 250","111,003","111,013","Ponte","10",,
"DR 02","OAE","SP 250","116,062","116,082","Ponte","20",,
"DR 02","OAE","SP 250","132,187","132,217","Ponte","30",,
"DR 02","OAE","SP 250","134,683","134,711","Ponte","28",,
"DR 02","OAE","SP 250","151,967","152,027","Ponte","60",,
"DR 02","OAE","SP 250","177,488","177,498","Viaduto","10",,
"DR 02","OAE","SP 250","179,388","179,396","Ponte","8",,
"DR 02","OAE","SP 250","191,83","191,85","Ponte","20",,
"DR 02","OAE","SP 250","205,103","205,152","Ponte","49",,
"DR 02","OAE","SP 250","212,888","212,924","Ponte","36",,
"DR 02","OAE","SP 250","247,888","247,907","Ponte","19",,
"DR 02","OAE","SP 250","252,457","252,477","Ponte","20",,
"DR 02","OAE","SP 250","257,492","257,502","Ponte","10",,
"DR 02","OAE","SP 250","279,666","279,696","Ponte","30",,
"DR 02","OAE","SP 250","303,594","303,604","Ponte","10",,
"DR 02","OAE","SP 250","318,409","318,418","Viaduto","9",,
"DR 02","OAE","SP 250","328,791","328,829","Ponte","38",,
"DR 02","OAE","SP 252","4,738","4,748","Ponte","10",,
"DR 02","OAE","SP 252","7,596","7,606","Ponte","10",,
"DR 02","OAE","SP 252","14,94","14,95","Ponte","10",,
"DR 02","OAE","SP 252","21,749","21,838","Ponte","89",,
"DR 02","OAE","SP 252","28,825","28,835","Ponte","10",,
"DR 02","OAE","SP 259","335,014","335,053","Ponte","39",,
"DR 02","OAE","SP 264","102,706","102,706","Passarela","Não se aplica*","-23,539895","-47,487293"
"DR 02","OAE","SP 264","105,101","105,101","Passarela","Não se aplica*","-23,558708","-47,489096"
"DR 02","OAE","SP 264","115,967","115,967","Passarela","Não se aplica*","-23,621583","-47,55855"
"DR 02","OAE","SP 264","118,143","118,2","Ponte","57",,
"DR 02","OAE","SP 264","118,428","118,428","Passarela","Não se aplica*","-23,638668","-47,573932"
"DR 02","OAE","SP 267","322,79","322,82","Ponte","30",,
"DR 02","OAE","SP 267","347,07","347,1","Ponte","30",,
"DR 02","OAE","SP 268","124,519","124,556","Ponte","37",,
"DR 02","OAE","SP 268","136,991","137,01","Ponte","19",,
"DR 02","OAE","SP 268","140,631","140,658","Ponte","27",,
"DR 02","OAE","SP 268","140,658","140,676","Ponte","18",,
"DR 02","OAE","SP 268","156,587","156,616","Ponte","29",,
"DR 02","OAE","SP 268","165,116","165,171","Viaduto","55",,
"DR 02","OAE","SP 268","167,643","167,652","Ponte","9",,
"DR 02","OAE","SP 268","167,861","167,98","Ponte","119",,
"DR 02","OAE","SP 268","224,743","224,763","Ponte","20",,
"DR 02","OAE","SP 268","226,488","226,547","Ponte","59",,
"DR 02","OAE","SP 268","273,596","273,606","Ponte","10",,
"DR 02","OAE","SP 268","316,674","316,693","Ponte","19",,
"DR 02","OAE","SP 268","321,636","321,655","Ponte","19",,
"DR 02","OAE","SP 270","60,707","60,754","Viaduto","47",,
"DR 02","OAE","SP 270","87,356","87,405","Viaduto","49",,
"DR 02","OAE","SP 270","88,505","88,505","Passarela","Não se aplica*","-23,505664","-47,367055"
"DR 02","OAE","SP 270","88,985","89,012","Viaduto","27",,
"DR 02","OAE","SP 270","89,252","89,332","Viaduto","80",,
"DR 02","OAE","SP 270","89,388","89,431","Viaduto","43",,
"DR 02","OAE","SP 270","168,191","168,201","Viaduto","10",,
"DR 02","OAE","SP 270","168,21","168,228","Viaduto","18",,
"DR 02","OAE","SP 270","168,693","168,693","Passarela","Não se aplica*","-23,615286","-48,085251"
"DR 02","OAE","SP 270","171,75","171,777","Viaduto","27",,
"DR 02","OAE","SP 270","171,769","171,803","Viaduto","34",,
"DR 02","OAE","SP 270","172,315","172,335","Ponte","20",,
"DR 02","OAE","SP 270","172,632","172,668","Viaduto","36",,
"DR 02","OAE","SP 270","172,65","172,668","Viaduto","18",,
"DR 02","OAE","SP 270","187,317","187,317","Passarela","Não se aplica*","-23,548103","-48,237374"
"DR 02","OAE","SP 270","208,225","208,264","Viaduto","39",,
"DR 02","OAE","SP 270","208,245","208,274","Viaduto","29",,
"DR 02","OAE","SP 270","214,974","214,974","Viaduto","0",,
"DR 02","OAE","SP 270","214,974","214,974","Viaduto","0",,
"DR 02","OAE","SP 270","229,672","229,736","Ponte","64",,
"DR 02","OAE","SP 270","229,736","229,817","Ponte","81",,
"DR 02","OAE","SP 270","234,656","234,685","Ponte","29",,
"DR 02","OAE","SP 270","243,89","243,89","Passarela","Não se aplica*","-23,472359","-48,770052"
"DR 02","OAE","SP 270","250,226","250,384","Ponte","158",,
"DR 02","OAE","SP 270","255,694","255,734","Viaduto","40",,
"DR 02","OAE","SP 270","271,51","271,666","Ponte","156",,
"DR 02","OAE","SP 270","272,798","272,808","Viaduto","10",,
"DR 02","OAE","SP 270","280,002","280,042","Viaduto","40",,
"DR 02","OAE","SP 270","294,812","294,928","Ponte","116",,
"DR 02","OAE","SP 274","51,467","51,506","Ponte","39",,
"DR 02","OAE","SP 274","58,5","58,5","Viaduto","0",,
"DR 02","OAE","SP 275","339,581","339,63","Ponte","49",,
"DR 02","OAE","SP 281","0","0,02","Viaduto","20",,
"DR 02","OAE","SP 300","104,726","104,735","Ponte","9",,
"DR 02","OAE","SP 300","104,741","104,746","Ponte","5",,
"DR 02","OAE","SP 300","107,975","107,985","Viaduto","10",,
"DR 02","OAE","SP 312","93,489","93,562","Ponte","73",,
"DR 02","OAE","SPA 003/245","1,509","1,519","Ponte","10",,
"DR 02","OAE","SPA 040/079","0,493","0,772","Viaduto","279",,
"DR 02","OAE","SPA 040/079","0,886","0,913","Viaduto","27",,
"DR 02","OAE","SPA 040/079","0,913","0,955","Viaduto","42",,
"DR 02","OAE","SPA 053/280","0","0,037","Viaduto","37",,
"DR 02","OAE","SPA 054/280","0","0,046","Viaduto","46",,
"DR 02","OAE","SPA 060/270","8,03","8,048","Viaduto","18",,
"DR 02","OAE","SPA 060/270","8,977","8,977","Passarela","Não se aplica*","-23,604335","-47,164977"
"DR 02","OAE","SPA 060/270","12,664","12,704","Ponte","40",,
"DR 02","OAE","SPA 097/250","0","0,005","Ponte","5",,
"DR 02","OAE","SPA 097/250","12,281","12,299","Ponte","18",,
"DR 02","OAE","SPA 097/300","0","0,031","Viaduto","31",,
"DR 02","OAE","SPA 099/139","1,729","1,74","Ponte","11",,
"DR 02","OAE","SPA 103/079","2,52","2,559","Viaduto","39",,
"DR 02","OAE","SPA 103/079","2,549","2,637","Viaduto","88",,
"DR 02","OAE","SPA 103/079","4,57","4,57","Passarela","Não se aplica*","-23,571974","-47,456581"
"DR 02","OAE","SPA 103/079","13,671","13,671","Viaduto","0",,
"DR 02","OAE","SPA 103/079","13,671","13,671","Viaduto","0",,
"DR 02","OAE","SPA 103/079","13,671","13,671","Viaduto","0",,
"DR 02","OAE","SPA 103/079","13,671","13,691","Viaduto","20",,
"DR 02","OAE","SPA 104/079","4,587","4,597","Pontilhão","10",,
"DR 02","OAE","SPA 104/079","11,133","11,162","Ponte","29",,
"DR 02","OAE","SPA 112/270","0","0,044","Viaduto","44",,
"DR 02","OAE","SPA 115/280","4,095","4,146","Ponte","51",,
"DR 02","OAE","SPA 142/270","0","0,025","Viaduto","25",,
"DR 02","OAE","SPA 146/127","0,006","0,019","Viaduto","13",,
"DR 02","OAE","SPA 157/300","0","0","Viaduto","0",,
"DR 02","OAE","SPA 157/300","1,059","1,086","Ponte","27",,
"DR 02","OAE","SPA 159/300","0,18","0,198","Ponte","18",,
"DR 02","OAE","SPA 160/250","8,384","8,403","Ponte","19",,
"DR 02","OAE","SPA 162/270","0,185","0,2","Viaduto","15",,
"DR 02","OAE","SPA 162/270","0,2","0,208","Viaduto","8",,
"DR 02","OAE","SPA 162/270","0,2","0,208","Viaduto","8",,
"DR 02","OAE","SPA 162/270","0,52","0,52","Passarela","Não se aplica*","-23,594526","-48,032576"
"DR 02","OAE","SPA 205/270","2,898","2,908","Ponte","10",,
"DR 02","OAE","SPA 205/270","5,441","5,499","Ponte","58",,
"DR 02","OAE","SPA 223/270","3,039","3,099","Ponte","60",,
"DR 02","OAE","SPA 258/255","0,07","0,07","Passarela","Não se aplica*","-23,106506","-48,940362"
"DR 02","OAE","SPA 282/258","1,617","1,627","Ponte","10",,
"DR 02","OAE","SPA 283/258","0,057","0,057","Passarela","Não se aplica*","-23,969488","-48,868909"
"DR 02","OAE","SPA 284/258","0,058","0,068","Viaduto","10",,
"DR 02","OAE","SPA 284/258","1,131","1,14","Viaduto","9",,
"DR 02","OAE","SPA 322/267","0,232","0,251","Ponte","19",,
"DR 02","OAE","SPA 338/258","0","0,009","Viaduto","9",,
"DR 02","OAE","SPA 341/258","0,043","0,053","Viaduto","10",,
"DR 02","OAE","SPA 341/258","0,053","0,062","Viaduto","9",,
"DR 02","OAE","SPA 341/258","0,763","0,773","Ponte","10",,
"DR 03","OAE","SP 191","173,397","173,447","Ponte","50",,
"DR 03","OAE","SP 191","184,7","184,728","Ponte","28",,
"DR 03","OAE","SP 191","194,462","194,492","Viaduto","30",,
"DR 03","OAE","SP 191","195,392","195,402","Viaduto","10",,
"DR 03","OAE","SP 251","48,398","48,421","Ponte","23",,
"DR 03","OAE","SP 251","50,279","50,299","Ponte","20",,
"DR 03","OAE","SP 251","60,902","60,951","Viaduto","49",,
"DR 03","OAE","SP 251","60,961","61,001","Viaduto","40",,
"DR 03","OAE","SP 261","111,295","111,335","Ponte","40",,
"DR 03","OAE","SP 261","111,494","111,506","Viaduto","12",,
"DR 03","OAE","SP 261","111,694","111,743","Ponte","49",,
"DR 03","OAE","SP 261","111,863","111,873","Viaduto","10",,
"DR 03","OAE","SP 261","112,153","112,153","Passarela","Não se aplica*","-22,588141","-48,804386"
"DR 03","OAE","SP 261","112,789","112,838","Viaduto","49",,
"DR 03","OAE","SP 261","124,418","124,418","Passarela","Não se aplica*","-22,520318","-48,720411"
"DR 03","OAE","SP 261","126,026","126,046","Ponte","20",,
"DR 03","OAE","SP 261","136,347","136,384","Ponte","37",,
"DR 03","OAE","SP 261","142,987","143,027","Viaduto","40",,
"DR 03","OAE","SP 261","143,136","143,156","Viaduto","20",,
"DR 03","OAE","SP 261","144,058","144,098","Ponte","40",,
"DR 03","OAE","SP 261","147,157","147,187","Viaduto","30",,
"DR 03","OAE","SP 304","308,627","308,637","Ponte","10",,
"DR 03","OAE","SP 304","308,647","308,657","Ponte","10",,
"DR 03","OAE","SP 304","329,181","329,19","Viaduto","9",,
"DR 03","OAE","SP 304","352,298","352,404","Ponte","106",,
"DR 03","OAE","SP 315","0,049","0,068","Ponte","19",,
"DR 03","OAE","SP 315","11,129","11,159","Ponte","30",,
"DR 03","OAE","SP 315","19,232","19,271","Ponte","39",,
"DR 03","OAE","SP 315","20,594","20,633","Ponte","39",,
"DR 03","OAE","SP 315","25,059","25,099","Ponte","40",,
"DR 03","OAE","SP 315","25,337","25,367","Ponte","30",,
"DR 03","OAE","SP 321","344,8","344,877","Viaduto","77",,
"DR 03","OAE","SP 321","344,86","344,92","Viaduto","60",,
"DR 03","OAE","SP 321","345,089","345,089","Passarela","Não se aplica*","-22,29257","-49,071281"
"DR 03","OAE","SP 321","345,467","345,467","Viaduto","0",,
"DR 03","OAE","SP 321","346,805","346,805","Passarela","Não se aplica*","-22,278015","-49,06589"
"DR 03","OAE","SP 321","349,621","349,621","Viaduto","0",,
"DR 03","OAE","SP 321","351,596","351,616","Viaduto","20",,
"DR 03","OAE","SP 321","351,616","351,636","Viaduto","20",,
"DR 03","OAE","SP 321","353,681","353,681","Viaduto","0",,
"DR 03","OAE","SP 321","356,154","356,2","Viaduto","46",,
"DR 03","OAE","SP 321","356,191","356,249","Viaduto","58",,
"DR 03","OAE","SP 321","372,119","372,139","Viaduto","20",,
"DR 03","OAE","SP 331","110,076","110,093","Ponte","17",,
"DR 03","OAE","SP 331","115,161","115,201","Ponte","40",,
"DR 03","OAE","SP 331","134,341","134,371","Ponte","30",,
"DR 03","OAE","SP 381","8,801","8,817","Ponte","16",,
"DR 03","OAE","SP 381","13,304","13,318","Ponte","14",,
"DR 03","OAE","SP 381","14,21","14,225","Ponte","15",,
"DR 03","OAE","SP 381","16,898","17,397","Ponte","499",,
"DR 03","OAE","SP 381","26,185","26,205","Ponte","20",,
"DR 03","OAE","SP 381","27,353","27,373","Ponte","20",,
"DR 03","OAE","SP 381","28,507","28,547","Ponte","40",,
"DR 03","OAE","SP 381","29,274","29,434","Ponte","160",,
"DR 03","OAE","SP 381","29,414","29,434","Ponte","20",,
"DR 03","OAE","SPA 018/315","0,258","0,268","Ponte","10",,
"DR 03","OAE","SPA 062/251","0,679","0,686","Ponte","7",,
"DR 03","OAE","SPA 062/251","4,725","4,741","Ponte","16",,
"DR 03","OAE","SPA 062/251","13,076","13,086","Ponte","10",,
"DR 03","OAE","SPA 062/251","13,086","13,095","Ponte","9",,
"DR 03","OAE","SPA 065/251","1,767","1,776","Viaduto","9",,
"DR 03","OAE","SPA 175/387","4,247","4,276","Viaduto","29",,
"DR 03","OAE","SPA 183/387","1,599","1,614","Ponte","15",,
"DR 03","OAE","SPA 183/387","3,327","3,341","Ponte","14",,
"DR 03","OAE","SPA 209/387","1,521","1,538","Ponte","17",,
"DR 03","OAE","SPA 216/280","5,343","5,371","Ponte","28",,
"DR 03","OAE","SPA 241/300","10,299","10,316","Ponte","17",,
"DR 03","OAE","SPA 254/300","2,014","2,027","Viaduto","13",,
"DR 03","OAE","SPA 254/300","2,023","2,038","Viaduto","15",,
"DR 03","OAE","SPA 258/300","0,22","0,22","Viaduto","0",,
"DR 03","OAE","SPA 258/300","0,811","0,821","Ponte","10",,
"DR 03","OAE","SPA 258/300","1,306","1,315","Ponte","9",,
"DR 03","OAE","SPA 354/294","1,754","1,754","Passarela","Não se aplica*","-22,323071","-49,125159"
"DR 04","OAE","SP 215","146,66","146,691","Viaduto","31",,
"DR 04","OAE","SP 215","146,66","146,748","Viaduto","88",,
"DR 04","OAE","SP 215","146,68","146,7","Viaduto","20",,
